Player,Season,Age,Team,Assist,Non_penalty_goals,Non_penalty_xG,Expected_assists,Non_penalty_expGoals_perShot,Shot_/90,Goals_perShot_onTarget,Shots_onTarget%,Passes_completed,Passes_completition%,Passes_into18yard_box,Crosses_into18yard_box,Progressive_passes,Attempted_long_passes,Carries/90,PrgDist_Carries,Miscontrols,Dispossesd,Goal_creating_actions,PassLive_lead_goal,Shot_creating_actions,PassLive_lead_shot_attempt,Aerials_Won%,Fouls_committed,Fouls_drawn,Tackles_on_dribblers,Lost_challange_drib_player,Blocking_ball,Interceptions,Tackles_+Interc,Dead_ball_pass,Passes_behind_defenders,Swing_passes,Crosses,Corner_kikcs,Offsides,Succ_Takes_on%,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Role,Tier_league
Gil Bastião Dias,2019-2020,22,Monaco,0.0,0.0,0.1,0.2,0.06,1.4,0.0,29.4,43.6,79.4,1.4,0.3,5.7,3.9,38.6,164.2,1.9,1.3,0.3,0.1,2.6,1.6,53.8,1.1,1.3,2.5,2.5,1.3,1.1,5.6,8.4,0.0,0.1,2.0,0.4,0.2,57.5,2.5,13.8,38.4,18.8,2.0,RW,0
Gilles Sunu,2017-2018,26,Angers,0.0,0.1,0.2,0.1,-0.1,0.15,0.09,0.3,18.2,35.3,2.6,1.2,0.4,1.5,61.1,247.2,0.7,2.9,10.0,0.0,0.0,2.5,42.1,1.8,2.2,0.0,0.5,1.0,0.4,1.0,1.4,0.0,0.3,2.6,0.0,0.3,61.1,0.3,4.8,20.7,19.8,1.9,RW,0
Giovani Lo Celso,2017-2018,21,Paris S-G,0.2,0.2,0.1,0.1,0.07,1.9,0.29,36.8,72.7,89.5,1.5,0.1,7.4,9.1,64.8,228.5,1.7,1.5,0.4,0.2,3.1,2.1,27.8,1.1,2.1,1.3,2.4,1.5,1.0,4.9,2.4,0.9,0.6,0.8,0.5,0.0,70.1,1.9,14.7,58.5,20.4,1.5,AM,1
Haris Duljević,2020-2021,26,Nîmes,0.2,0.0,0.1,0.1,0.1,0.08,0.0,0.6,33.3,34.9,3.0,1.2,0.2,2.0,54.8,219.8,0.6,2.7,6.1,0.1,0.1,2.9,32.4,1.0,1.4,0.7,1.9,0.3,0.9,2.7,1.7,0.2,0.5,2.1,0.2,0.1,63.3,0.5,4.4,24.8,19.8,2.2,LW,0
Harrison Manzala,2017-2018,23,Amiens,0.1,0.1,0.1,0.1,0.1,0.06,0.1,0.5,32.3,32.7,1.0,0.4,0.2,1.0,42.9,183.1,1.2,2.7,6.6,0.3,0.2,2.0,32.4,0.7,1.1,0.4,0.8,1.1,0.9,2.4,0.8,0.1,0.1,2.6,0.0,0.2,61.5,0.9,7.5,23.1,14.6,2.6,RW,0
Hervé Bazile,2017-2018,27,Caen,0.1,0.0,0.1,0.1,0.0,0.08,0.0,0.5,29.4,32.9,1.5,0.9,0.7,2.6,29.1,208.6,0.6,3.5,11.3,0.2,0.1,3.2,28.6,1.5,1.5,0.5,1.0,2.3,1.5,3.7,4.5,0.0,0.7,11.0,3.5,0.5,46.3,0.3,7.0,17.8,24.7,2.2,LW,0
Houssem Aouar,2017-2018,19,Lyon,0.2,0.2,0.2,0.1,0.11,1.8,0.35,34.0,49.2,84.7,0.7,0.0,7.2,4.6,47.9,134.1,1.8,2.0,0.6,0.4,3.6,2.6,42.3,0.7,1.7,0.7,1.7,1.1,1.4,3.9,1.3,0.3,0.3,0.5,0.3,0.2,71.7,1.3,8.5,45.6,17.2,3.0,AM,1
Houssem Aouar,2018-2019,20,Lyon,0.2,0.2,0.2,0.1,0.1,2.1,0.32,31.0,52.7,86.3,1.1,0.0,8.1,5.4,51.2,136.8,1.7,1.9,0.6,0.3,3.6,2.9,34.0,0.9,1.6,0.5,1.3,1.0,0.9,2.8,1.1,0.2,0.3,0.2,0.1,0.3,59.8,1.0,9.0,46.2,17.8,3.1,AM,1
Houssem Aouar,2019-2020,21,Lyon,0.2,0.1,0.2,0.1,0.08,2.1,0.17,39.1,41.9,84.1,1.2,0.0,6.2,4.4,42.5,148.0,2.4,1.7,0.5,0.4,3.9,2.4,58.6,1.1,1.9,0.5,1.2,0.7,0.6,1.9,2.3,0.2,0.3,1.1,0.4,0.1,59.8,0.5,5.1,38.4,20.5,3.3,AM,1
Houssem Aouar,2020-2021,22,Lyon,0.2,0.3,0.4,0.2,0.12,3.4,0.2,36.8,42.1,84.1,1.5,0.0,6.6,3.5,42.4,125.5,2.7,1.7,0.6,0.4,5.3,3.7,19.0,1.0,1.2,0.4,0.9,0.9,0.9,1.7,2.1,0.1,0.3,1.0,0.4,0.2,56.8,0.4,3.9,33.0,27.0,6.0,AM,1
Houssem Aouar,2021-2022,23,Lyon,0.1,0.2,0.2,0.2,0.08,2.7,0.25,31.6,44.7,86.0,1.2,0.0,5.9,3.6,46.7,117.7,2.6,1.9,0.2,0.2,3.6,2.8,22.2,1.0,1.4,1.0,1.0,0.9,0.7,2.4,2.3,0.5,0.4,0.8,0.4,0.1,54.3,0.5,6.4,35.9,24.2,3.9,AM,1
Hwang Ui-jo,2019-2020,26,Bordeaux,0.1,0.3,0.2,0.1,0.11,2.0,0.46,36.1,18.8,82.2,0.4,0.1,1.7,1.3,22.8,55.8,2.4,1.2,0.3,0.1,1.6,0.9,40.5,0.7,1.7,0.2,0.9,0.4,0.3,0.8,0.2,0.1,0.2,0.4,0.0,0.4,38.9,0.4,2.6,17.8,12.1,2.5,AM,0
Hwang Ui-jo,2020-2021,27,Bordeaux,0.1,0.3,0.4,0.1,0.14,2.6,0.33,37.0,13.6,78.4,0.4,0.1,0.8,0.5,16.8,37.6,2.4,1.0,0.1,0.0,1.7,0.8,34.5,1.2,1.3,0.2,0.7,0.6,0.3,0.8,1.2,0.0,0.1,0.4,0.0,0.6,48.1,0.6,2.3,12.8,12.0,4.1,AM,0
Hwang Ui-jo,2021-2022,28,Bordeaux,0.1,0.4,0.3,0.0,0.0,0.16,0.2,0.8,40.0,15.3,0.3,0.3,0.2,0.6,43.2,79.5,0.7,2.5,4.7,0.0,0.0,1.1,24.6,0.6,0.8,0.1,0.3,0.3,0.2,0.5,2.5,0.1,0.0,1.1,0.3,0.8,32.4,0.8,2.2,11.2,10.4,3.0,AM,0
Ilan Kebbal,2021-2022,23,Reims,0.2,0.1,0.1,0.2,0.1,0.05,0.04,0.3,22.2,42.1,3.7,1.9,0.3,2.6,55.9,247.0,0.6,2.7,6.9,0.4,0.2,3.6,10.0,0.6,2.5,0.6,1.6,0.8,0.7,2.2,3.1,0.1,0.1,3.6,1.5,0.4,54.7,0.6,6.2,24.6,23.5,2.1,RW,0
Isaac Mbenza,2017-2018,21,Montpellier,0.0,0.3,0.3,0.1,-0.1,0.13,0.15,0.9,38.2,28.0,1.2,0.4,0.2,2.4,45.2,156.7,0.9,2.0,7.7,0.1,0.0,3.0,38.9,0.5,0.8,0.3,0.4,0.3,0.2,0.9,3.5,0.0,0.2,5.2,1.8,0.6,62.9,0.1,2.4,15.1,19.2,2.7,RW,0
Ismaila Sarr,2018-2019,20,Rennes,0.2,0.2,0.2,0.2,0.0,0.1,0.13,0.6,35.8,24.4,1.5,1.5,0.2,0.6,48.6,238.4,1.8,2.9,8.8,0.6,0.3,3.6,36.2,1.2,3.2,0.5,0.5,0.5,0.5,1.6,0.5,0.0,0.1,1.5,0.0,0.3,47.3,0.1,3.6,14.9,19.7,4.3,RW,1
Ismaila Sarr,2017-2018,19,Rennes,0.1,0.2,0.2,0.1,0.0,0.12,0.12,0.7,34.1,21.4,0.8,0.7,0.1,0.6,48.0,214.9,1.5,4.3,9.9,0.4,0.2,3.3,25.6,1.0,3.1,0.3,1.1,0.8,0.4,1.4,0.4,0.1,0.0,1.7,0.0,1.0,60.0,0.1,3.0,13.1,19.8,3.8,RW,1
Javairô Dilrosun,2021-2022,23,Bordeaux,0.3,0.1,0.1,0.2,0.1,0.07,0.05,0.5,25.0,31.3,2.2,0.9,0.2,2.4,57.5,226.5,1.0,2.0,5.6,0.6,0.3,4.3,30.0,0.7,1.6,0.4,0.9,0.7,0.6,1.2,3.4,0.1,0.2,3.6,1.9,0.1,64.8,0.3,3.3,19.4,19.5,2.2,LW,0
Javier Pastore,2017-2018,28,Paris S-G,0.3,0.3,0.1,0.2,0.1,0.08,0.17,0.7,41.7,68.0,5.7,2.2,0.2,2.9,57.1,275.9,1.3,2.1,8.8,0.7,0.6,4.0,33.3,0.9,0.9,0.3,1.2,0.9,0.7,2.9,2.0,1.6,0.3,0.7,0.5,0.1,64.3,1.0,6.9,46.4,26.9,4.1,AM,1
Jeff Reine-Adélaïde,2018-2019,20,Angers,0.1,0.1,0.2,0.1,0.13,1.3,0.21,38.9,32.9,82.3,0.9,0.0,4.8,2.7,35.9,154.8,2.6,2.6,0.3,0.2,3.5,2.4,38.6,1.1,2.4,0.6,0.8,0.7,0.7,2.1,1.2,0.2,0.1,0.7,0.0,0.1,61.6,0.7,6.7,27.7,20.0,2.6,AM,0
Jeff Reine-Adélaïde,2019-2020,21,2 Teams,0.2,0.3,0.2,0.1,0.29,0.6,0.75,66.7,40.2,84.8,0.9,0.2,5.0,3.8,43.0,159.0,2.7,2.6,0.7,0.4,4.1,3.1,47.1,1.5,1.7,0.6,0.8,0.4,0.7,2.1,2.3,0.0,0.1,1.6,0.7,0.0,74.6,0.8,7.2,34.0,18.9,2.0,AM,0
Jeff Reine-Adélaïde,2020-2021,22,Nice,0.2,0.1,0.1,0.2,0.11,1.3,0.2,33.3,42.2,83.8,1.0,0.1,6.0,5.9,43.3,113.5,2.8,3.4,0.3,0.2,2.9,1.8,28.6,0.5,1.8,0.2,0.6,0.9,0.3,0.9,2.5,0.3,0.6,1.8,0.8,0.2,62.7,0.9,7.5,37.3,18.8,2.3,AM,0
Jeremy Doku,2020-2021,18,Rennes,0.1,0.1,0.1,0.2,0.0,0.08,0.06,0.3,19.4,37.7,1.6,1.9,0.5,1.4,62.5,266.4,1.9,3.3,10.9,0.4,0.4,4.2,39.1,1.4,2.7,0.4,0.6,0.7,0.4,2.1,0.3,0.2,0.1,2.2,0.0,0.2,65.1,0.2,4.2,18.6,29.2,4.6,LW,1
Jim Allevinah,2021-2022,26,Clermont Foot,0.1,0.1,0.2,0.1,0.0,0.07,0.02,0.9,34.9,33.0,2.7,0.6,0.1,1.8,65.9,278.5,1.0,2.5,7.1,0.2,0.1,3.2,41.0,1.0,2.1,0.3,0.8,0.7,0.4,1.5,1.0,0.1,0.3,2.1,0.5,0.1,47.1,0.5,6.4,20.5,19.3,3.9,RW,0
Jonathan Bamba,2020-2021,24,Lille,0.3,0.2,0.1,0.2,0.07,1.8,0.3,33.3,39.3,77.7,1.3,0.3,3.9,6.3,40.6,111.1,2.7,2.2,0.5,0.3,3.6,2.3,35.7,0.8,2.0,0.7,1.8,0.7,0.7,2.1,5.5,0.1,0.2,4.4,2.3,0.1,43.7,0.8,5.6,30.8,27.2,2.1,LW,1
Jonathan Bamba,2018-2019,22,Lille,0.1,0.4,0.2,0.1,-0.1,0.12,0.18,0.8,40.9,36.9,2.5,1.0,0.2,1.7,52.8,233.2,0.8,2.4,7.9,0.3,0.2,3.1,42.9,0.7,1.9,0.4,0.8,0.7,1.2,2.1,2.2,0.5,0.4,1.7,0.7,0.1,44.7,0.3,5.6,23.2,20.4,2.8,LW,1
Jonathan Bamba,2017-2018,21,Saint-Étienne,0.3,0.1,0.2,0.2,0.0,0.09,0.05,0.7,32.8,42.7,2.5,1.0,0.2,2.5,51.8,228.9,1.2,2.7,8.6,0.5,0.2,3.7,35.3,1.0,1.7,0.4,1.7,1.0,0.7,1.7,4.6,0.3,0.1,3.7,1.9,0.7,51.8,0.6,5.7,24.2,25.2,3.2,LW,1
Jonathan Bamba,2019-2020,23,Lille,0.2,0.0,0.2,0.1,0.1,0.07,0.0,1.1,51.1,38.8,3.2,0.8,0.0,2.6,60.0,223.3,1.4,2.3,6.1,0.3,0.2,4.0,40.0,0.7,2.1,0.3,1.0,0.9,0.7,1.3,2.9,0.3,0.2,2.4,1.4,0.2,54.9,0.4,4.8,23.6,22.7,2.7,LW,0
Jonathan Bamba,2021-2022,25,Lille,0.1,0.0,0.1,0.2,-0.1,0.06,0.02,0.4,23.5,42.6,2.8,1.3,0.3,2.9,51.3,237.4,1.3,2.8,7.4,0.3,0.2,3.3,45.7,0.4,2.1,0.5,0.9,0.9,0.8,1.9,5.2,0.1,0.1,4.3,2.6,0.5,33.0,0.6,6.7,25.5,24.5,3.0,LW,0
Jonathan Cafu,2017-2018,26,Bordeaux,0.1,0.3,0.3,0.1,0.0,0.14,0.14,0.7,35.7,44.9,2.0,0.9,0.0,1.7,66.7,318.9,1.7,4.5,10.7,0.4,0.3,4.0,33.3,2.6,2.7,0.7,1.1,0.9,1.4,3.7,0.7,0.1,0.3,1.8,0.0,0.3,50.0,0.9,6.4,27.4,27.3,5.1,RW,0
Jonathan Ikone,2017-2018,19,Montpellier,0.1,0.1,0.1,0.1,0.05,1.6,0.25,22.2,24.3,68.2,1.0,0.0,3.6,3.9,29.6,117.7,2.7,2.4,0.2,0.2,3.4,2.0,25.0,1.0,0.6,0.4,0.9,0.7,0.5,1.7,2.4,0.4,0.4,2.3,1.4,0.0,63.5,0.5,3.2,20.6,24.2,3.3,RW,1
Jonathan Ikone,2018-2019,20,Lille,0.3,0.1,0.2,0.1,0.1,1.6,0.18,33.3,22.1,72.2,1.0,0.1,3.1,2.6,29.2,103.5,2.6,2.1,0.7,0.5,3.9,3.0,20.0,1.2,0.9,0.3,0.7,0.8,0.2,1.0,0.5,0.6,0.3,0.7,0.0,0.0,61.0,0.3,2.9,19.6,18.6,2.7,RW,1
Jonathan Ikone,2019-2020,21,Lille,0.3,0.1,0.1,0.2,0.09,1.5,0.15,37.1,23.3,76.1,1.4,0.2,3.2,2.7,29.1,86.7,3.2,2.1,0.6,0.5,3.3,2.5,32.0,0.8,1.1,0.3,0.8,1.1,0.2,0.9,1.5,0.8,0.2,0.9,0.1,0.1,60.5,0.2,1.8,20.0,22.1,3.1,RW,1
Jonathan Ikone,2020-2021,22,Lille,0.2,0.1,0.1,0.1,0.08,1.9,0.27,23.9,25.1,80.0,0.9,0.0,3.0,2.4,29.4,96.0,2.5,2.3,0.4,0.2,2.6,1.7,29.8,0.5,1.0,0.4,0.5,0.7,0.3,1.0,1.5,0.4,0.3,0.3,0.0,0.2,60.9,0.6,3.4,20.9,18.5,2.3,RW,1
Jonathan Ikone,2021-2022,23,Lille,0.0,0.1,0.2,0.1,0.1,1.9,0.13,36.4,28.1,78.1,1.5,0.1,4.2,4.3,31.5,105.3,2.5,1.5,0.2,0.1,3.0,2.4,33.3,1.1,0.6,0.3,0.6,1.1,0.4,1.4,1.4,0.4,0.4,0.7,0.1,0.2,44.6,1.3,5.3,24.1,21.0,3.7,RW,1
Juan Ferney Otero,2018-2019,23,Amiens,0.1,0.1,0.1,0.1,0.0,0.06,0.04,0.6,25.9,31.2,1.8,0.8,0.3,1.1,32.5,189.2,0.6,3.2,8.0,0.2,0.2,2.7,40.6,1.2,1.6,0.5,1.4,1.0,0.9,2.1,1.9,0.0,0.1,3.7,0.6,0.6,47.4,0.7,5.8,19.4,20.7,2.5,RW,0
Juan Ferney Otero,2019-2020,24,Amiens,0.1,0.1,0.1,0.1,0.0,0.1,0.05,0.4,31.6,27.2,0.7,0.7,0.4,0.7,32.3,127.7,0.7,2.4,7.0,0.2,0.1,1.8,42.5,1.4,1.3,0.6,1.2,0.9,1.4,2.7,1.6,0.0,0.1,2.7,0.4,0.4,33.3,1.1,5.9,17.4,16.8,1.9,RW,0
Julian Draxler,2017-2018,23,Paris S-G,0.3,0.2,0.2,0.2,0.16,1.2,0.44,39.1,66.3,91.1,1.3,0.1,6.2,5.8,51.6,144.6,1.5,1.7,1.0,0.8,4.2,3.4,52.6,0.7,0.5,0.3,1.4,1.0,1.5,2.5,2.7,0.7,0.7,1.3,1.9,0.1,72.6,0.7,8.2,51.1,22.1,2.9,LW,1
Julian Draxler,2018-2019,24,Paris S-G,0.3,0.1,0.2,0.2,0.13,1.4,0.19,51.6,61.7,88.1,1.8,0.0,8.5,5.1,50.2,164.2,1.5,1.8,0.7,0.6,4.0,3.1,60.0,1.1,0.6,0.7,1.2,0.9,0.7,2.5,2.7,0.5,0.4,1.6,1.5,0.0,74.1,0.4,7.2,45.3,26.9,2.9,LW,1
Julian Draxler,2019-2020,25,Paris S-G,0.5,0.0,0.1,0.2,0.08,1.7,0.0,38.5,56.3,88.5,2.4,0.0,8.0,3.1,43.3,150.7,1.7,1.4,1.0,0.7,2.9,2.2,75.0,2.2,0.5,0.9,1.0,0.9,1.3,3.0,2.2,0.4,0.0,1.4,1.2,0.0,60.0,0.3,8.0,43.6,21.6,2.8,LW,1
Julian Draxler,2020-2021,26,Paris S-G,0.3,0.3,0.1,0.2,0.15,0.9,1.0,36.4,46.4,85.9,1.4,0.1,5.9,4.3,39.8,131.1,0.6,1.1,0.4,0.3,4.0,3.0,57.1,0.7,1.1,0.4,1.3,0.3,1.2,2.3,2.6,0.1,0.2,2.5,1.7,0.3,60.0,0.2,4.7,31.0,25.3,3.1,LW,1
Justin Kluivert,2021-2022,22,Nice,0.2,0.2,0.1,0.2,0.09,1.4,0.4,33.3,20.4,63.6,1.2,0.6,2.7,6.8,27.2,116.9,2.4,1.7,0.4,0.1,3.1,1.6,53.8,1.9,1.4,0.2,0.8,0.6,0.7,1.6,6.4,0.2,0.4,7.8,4.0,0.2,51.3,0.7,4.4,15.7,24.0,2.7,AM,1
Kévin Monnet-Paquet,2017-2018,28,Saint-Étienne,0.2,0.1,0.2,0.1,0.14,1.4,0.25,28.6,26.6,75.8,1.0,0.2,2.8,1.5,26.1,76.1,1.7,2.7,0.4,0.3,2.7,2.1,32.7,1.7,0.7,0.6,1.9,0.8,0.7,2.3,0.8,0.0,0.1,1.5,0.0,0.3,50.0,1.3,8.1,19.0,19.1,2.9,LW,0
Kamaldeen Sulemana,2021-2022,19,Rennes,0.2,0.4,0.2,0.2,0.09,2.3,0.5,30.8,23.6,76.0,2.0,0.5,3.7,4.8,33.4,134.6,3.3,2.2,0.4,0.3,4.1,3.0,62.5,1.7,1.2,0.9,0.6,0.9,0.4,2.4,0.4,0.1,1.0,2.5,0.1,0.3,58.7,0.4,4.3,18.7,25.3,4.2,RW,0
Keagan Dolly,2017-2018,24,Montpellier,0.2,0.1,0.2,0.1,0.08,2.2,0.14,31.8,34.7,76.2,1.1,0.6,4.7,5.5,28.6,102.9,2.5,1.8,0.3,0.3,5.6,2.8,33.3,0.3,0.2,0.1,1.0,1.1,0.1,1.3,6.5,0.0,0.3,6.5,3.6,0.2,66.7,0.2,3.4,23.0,30.0,2.1,LW,0
Keita Baldé,2017-2018,22,Monaco,0.3,0.5,0.3,0.1,0.17,2.0,0.73,34.4,17.0,70.9,0.8,0.4,2.0,1.4,23.6,76.8,2.5,1.6,0.6,0.3,2.6,1.5,34.9,1.4,1.6,0.1,0.6,0.6,0.4,1.1,0.6,0.1,0.1,2.4,0.0,0.9,65.2,0.4,3.2,14.6,17.2,3.8,LW,1
Keita Baldé,2019-2020,24,Monaco,0.1,0.4,0.4,0.1,0.14,2.9,0.31,46.4,20.0,67.0,0.6,0.1,2.4,2.0,22.8,54.5,2.5,1.0,0.5,0.3,3.1,2.2,41.7,1.3,1.6,0.3,0.6,0.4,0.2,0.8,1.8,0.0,0.0,1.7,0.6,0.5,62.5,1.0,4.2,16.5,20.3,4.7,LW,0
Kevin Volland,2020-2021,28,Monaco,0.2,0.5,0.4,0.1,0.21,1.8,0.53,53.6,16.9,65.5,0.9,0.1,2.7,2.1,19.7,37.5,2.6,1.3,0.4,0.3,2.2,1.6,45.9,2.0,1.5,0.3,0.8,0.7,0.1,1.2,0.4,0.2,0.2,0.9,0.0,0.4,40.5,0.2,2.5,16.5,16.6,4.8,AM,1
Konrad De La Fuente,2021-2022,20,Marseille,0.2,0.0,0.1,0.1,0.06,1.7,0.0,26.7,20.6,78.3,1.1,0.2,1.8,1.7,28.1,122.8,1.9,2.4,0.6,0.3,2.5,2.1,40.0,0.2,0.7,0.8,0.5,0.6,0.2,1.5,0.6,0.2,0.2,2.2,0.0,0.1,56.8,0.3,4.4,7.8,26.4,5.3,LW,0
Kwon Chang-hoon,2017-2018,23,Dijon,0.1,0.5,0.3,0.1,0.1,2.8,0.41,40.9,19.3,65.0,1.0,0.3,1.7,4.6,26.2,78.9,2.1,1.9,0.4,0.2,3.0,2.0,20.0,1.0,1.9,0.5,1.0,1.3,1.0,2.6,2.9,0.3,0.3,3.7,1.7,0.5,57.1,0.8,6.0,16.1,20.0,2.8,RW,0
Kwon Chang-hoon,2018-2019,24,Dijon,0.0,0.2,0.2,0.1,0.09,1.9,0.33,30.0,22.6,67.8,1.2,0.3,3.6,4.2,23.8,57.1,2.2,2.1,0.0,0.0,2.5,1.5,42.1,0.8,1.2,0.0,1.2,1.5,0.8,1.4,3.5,0.1,0.3,4.2,2.2,0.4,52.9,0.5,4.8,16.2,24.9,2.1,RW,0
Lamine Gueye,2020-2021,22,Metz,0.1,0.2,0.3,0.1,0.11,2.5,0.19,39.0,21.1,68.3,0.5,0.2,1.9,2.8,28.0,66.8,3.8,1.9,0.2,0.1,2.6,1.4,38.2,0.7,2.3,0.4,1.1,0.4,1.3,2.4,2.0,0.0,0.1,4.3,1.1,0.6,57.7,0.3,5.8,18.8,20.0,3.7,RW,0
Lovro Majer,2021-2022,23,Rennes,0.4,0.3,0.3,0.3,0.12,2.2,0.33,40.0,39.4,76.1,1.5,0.2,7.2,7.9,43.1,136.5,2.3,1.3,1.0,0.8,5.0,3.2,23.1,1.7,1.6,0.5,1.5,1.3,0.5,2.1,3.4,0.3,0.4,4.2,2.4,0.0,51.8,0.8,7.1,30.5,27.6,3.1,AM,1
Lucas Ocampos,2018-2019,24,Marseille,0.3,0.1,0.2,0.1,0.09,2.1,0.17,37.1,23.0,73.5,0.9,0.4,1.8,2.5,29.5,88.3,3.3,1.9,0.3,0.2,2.3,1.5,41.1,1.7,2.1,1.1,1.5,1.3,1.0,3.6,2.1,0.2,0.2,2.3,0.0,0.2,47.8,1.1,7.2,21.4,20.2,3.9,LW,1
Lucas Ocampos,2017-2018,23,Marseille,0.1,0.4,0.5,0.1,0.0,0.18,0.14,1.0,34.9,28.4,1.5,0.8,0.3,1.3,59.2,177.9,1.2,3.3,6.4,0.4,0.3,3.1,35.8,1.6,2.1,1.3,2.8,1.9,1.3,5.0,0.8,0.1,0.1,1.1,0.0,0.2,56.1,1.1,6.7,22.9,19.3,4.7,LW,1
Lucas Paquetá,2020-2021,22,Lyon,0.2,0.4,0.3,0.1,0.13,2.2,0.41,40.0,39.8,80.4,1.8,0.1,7.5,4.2,37.1,83.9,2.2,1.3,0.5,0.3,3.6,3.0,52.8,2.6,2.7,0.9,1.7,1.1,0.8,3.6,1.9,0.2,0.2,0.4,0.1,0.2,54.8,1.3,10.0,34.1,18.9,2.8,AM,1
Lucas Paquetá,2021-2022,23,Lyon,0.2,0.3,0.3,0.2,0.11,2.9,0.24,38.4,41.4,78.2,1.2,0.1,5.6,4.7,46.0,83.2,3.7,2.6,0.5,0.3,4.0,2.7,47.8,2.1,2.1,0.6,1.1,1.4,0.3,2.6,3.0,0.5,0.3,1.0,0.4,0.2,68.6,1.2,7.3,36.4,25.5,3.5,AM,1
Ludovic Blas,2017-2018,19,Guingamp,0.1,0.2,0.2,0.1,0.09,2.0,0.21,35.9,41.6,85.0,0.6,0.1,6.4,7.1,37.5,120.6,1.7,2.1,0.2,0.1,2.2,1.6,36.5,1.4,1.7,0.4,1.5,0.8,1.0,2.1,1.0,0.1,0.6,0.4,0.1,0.2,71.9,0.8,7.6,37.0,15.0,1.8,RW,0
Ludovic Blas,2018-2019,20,Guingamp,0.2,0.0,0.1,0.1,0.06,1.6,0.0,19.5,26.9,76.1,0.7,0.1,5.3,5.5,25.9,81.3,2.2,2.3,0.4,0.3,2.1,1.7,35.6,1.4,1.3,0.8,0.9,1.7,1.0,3.3,0.3,0.2,0.8,0.8,0.0,0.1,66.3,0.8,6.9,28.8,13.9,1.8,RW,0
Ludovic Blas,2019-2020,21,Nantes,0.0,0.2,0.2,0.1,0.09,2.2,0.26,41.3,25.7,78.0,1.1,0.1,4.5,3.6,29.6,91.5,2.9,1.9,0.3,0.2,3.1,2.3,32.7,1.3,1.3,0.2,1.0,0.8,0.7,2.0,0.9,0.1,0.7,0.5,0.0,0.0,57.8,0.3,4.7,25.5,17.5,2.1,RW,0
Ludovic Blas,2020-2021,22,Nantes,0.1,0.3,0.3,0.1,0.11,2.3,0.42,33.8,24.6,79.0,0.8,0.2,4.2,4.2,29.2,84.3,2.8,2.0,0.3,0.2,2.7,1.7,24.6,1.7,1.6,0.7,1.0,1.1,0.7,2.6,1.7,0.2,0.7,0.7,0.2,0.1,61.0,0.5,5.8,23.9,16.9,2.5,RW,0
Ludovic Blas,2021-2022,23,Nantes,0.2,0.2,0.2,0.1,0.09,2.6,0.16,37.6,25.3,78.9,0.9,0.3,4.8,5.2,31.8,80.6,2.9,2.4,0.5,0.4,3.3,2.3,37.0,1.4,1.7,0.5,0.9,1.0,0.9,1.9,2.3,0.1,0.7,1.1,0.0,0.1,40.5,0.5,5.1,24.0,18.2,2.7,RW,0
Luiz Araújo,2017-2018,21,Lille,0.1,0.2,0.2,0.1,0.1,2.3,0.31,31.4,23.9,70.9,0.8,0.4,3.3,5.0,29.9,121.6,2.4,2.4,0.4,0.3,2.5,1.7,26.3,1.2,1.1,0.4,1.7,1.1,0.7,2.5,1.8,0.4,0.7,3.1,1.0,0.3,70.8,0.5,5.8,21.4,19.4,2.5,RW,1
Luiz Araújo,2018-2019,22,Lille,0.2,0.3,0.2,0.1,0.09,2.8,0.43,29.2,26.7,73.2,1.0,0.3,5.0,5.6,33.0,111.4,2.4,1.7,0.3,0.2,3.5,2.7,8.3,2.5,0.9,1.0,1.7,0.7,0.3,3.0,3.3,0.2,0.6,3.5,1.2,0.1,60.5,0.3,5.1,24.4,22.0,2.0,RW,0
Luiz Araújo,2019-2020,23,Lille,0.1,0.2,0.1,0.2,0.04,2.6,0.18,45.8,24.1,71.4,1.5,0.5,3.2,3.2,27.5,99.6,1.8,1.6,0.2,0.1,3.5,1.7,40.0,1.4,2.5,0.5,2.8,1.5,0.4,2.6,2.5,0.2,0.1,3.0,0.8,0.0,73.3,0.3,5.4,18.8,24.1,3.2,RW,0
Luiz Araújo,2020-2021,24,Lille,0.1,0.2,0.2,0.2,0.07,2.9,0.4,20.4,27.4,75.1,1.2,0.1,3.9,4.8,31.5,101.9,2.2,1.6,0.2,0.2,3.2,2.4,33.3,1.4,1.1,0.5,1.2,1.4,0.7,2.9,1.0,0.1,0.7,1.6,0.2,0.0,58.3,0.7,4.8,23.3,24.7,2.8,RW,0
Malcom,2017-2018,20,Bordeaux,0.2,0.3,0.2,0.3,-0.1,0.08,0.14,0.9,38.9,49.7,3.1,2.2,0.5,4.1,52.2,320.0,1.4,2.3,8.6,0.7,0.4,5.7,26.9,0.8,2.9,0.0,0.9,0.4,0.4,0.9,6.7,0.3,0.7,6.0,3.5,0.3,66.0,0.1,3.3,26.2,30.9,2.9,RW,0
Manu García,2018-2019,20,Toulouse,0.2,0.0,0.0,0.1,0.04,0.9,0.0,16.7,36.0,78.8,0.9,0.0,6.8,5.6,39.0,97.4,2.2,1.4,0.2,0.2,2.8,2.3,17.6,1.4,2.2,0.7,1.7,0.8,0.7,2.5,0.8,0.7,0.3,0.3,0.1,0.0,55.2,0.6,6.8,34.0,15.7,0.8,AM,0
