Player,Season,Age,Team,Assist,G+A,Non_penalty_goals,Non_penalty_xG,Expected_assisted_goals,Expected_assists,Non_penalty_expGoals_perShot,Shot_/90,Goals_perShot_onTarget,Shots_onTarget,Shots_onTarget%,Passes_toShot,Passes_into18yard_box,Crosses_into18yard_box,Progressive_passes,TotDist_completed_passes,TotProgressive_passes,Attempted_long_passes,Long_passes_Cmp%,TotDist_Carries,PrgDist_Carries,Carries_10yards_forward,Carries_into_final_third,Carries_into18yard_box,Miscontrols,Dispossesd,Goal_creating_actions,PassLive_lead_goal,Shot_creating_actions,PassLive_lead_shot_attempt,Aerials_Won%,Fouls_committed,Fouls_drawn,Tackles_on_dribblers,Lost_challange_drib_player,Blocking_ball,Blocking_shots,Interceptions,Tackles_+Interc,Dead_ball_pass,Passes_freeKick,Passes_behind_defenders,Swing_passes,Crosses,Succ_Takes_on%,Touches_Def_3rd,Touches_Att_Pen,Role,Tier_league
Soualiho Meïté,2017-2018,23,2 Teams,0.1,0.2,0.1,0.1,0.1,0.1,0.13,0.7,0.33,0.2,27.3,1.0,0.4,0.1,3.8,613.7,129.2,4.7,65.3,212.5,102.5,2.3,1.6,0.2,1.7,2.2,0.3,0.3,2.5,1.9,60.4,1.4,1.5,0.7,1.6,1.4,0.4,1.6,3.3,1.3,1.2,0.4,0.6,0.6,70.0,10.8,1.5,DM,1
Stef Peeters,2017-2018,25,Caen,0.2,0.2,0.0,0.1,0.2,0.2,0.11,1.3,0.0,0.5,37.5,2.5,0.7,0.0,5.9,537.6,231.9,11.6,40.6,127.5,66.6,1.6,1.1,0.2,1.5,1.1,0.3,0.2,4.1,2.1,50.0,1.9,0.4,0.5,2.0,1.4,0.2,0.6,2.4,8.3,3.2,0.2,0.7,7.8,63.6,7.9,1.7,CM,0
Tanguy Ndombele,2017-2018,20,2 Teams,0.2,0.2,0.0,0.1,0.2,0.1,0.05,1.1,0.0,0.2,16.1,1.7,1.0,0.1,6.8,809.5,234.1,4.4,77.0,263.7,139.7,2.8,2.1,0.3,2.2,1.9,0.4,0.3,4.3,3.0,66.7,1.2,2.6,0.4,1.1,2.0,0.3,1.4,3.8,1.1,0.8,0.5,0.3,0.3,76.4,10.1,1.1,CM,1
Tanguy Ndombele,2018-2019,21,Lyon,0.2,0.3,0.0,0.1,0.1,0.1,0.06,1.0,0.14,0.2,22.6,1.6,1.0,0.0,8.9,948.7,311.8,4.4,80.2,291.2,163.7,2.7,2.7,0.1,1.9,1.7,0.6,0.5,4.1,3.4,60.0,1.4,2.4,0.7,1.1,1.0,0.3,1.0,3.2,1.4,1.0,0.7,0.3,0.2,72.7,9.7,0.8,CM,1
Tanguy Ndombele,2021-2022,24,Lyon,0.3,0.3,0.0,0.0,0.2,0.2,0.05,0.6,,0.0,0.0,1.2,1.2,0.1,7.2,975.5,320.8,5.9,73.9,299.4,142.3,1.7,2.1,0.4,2.6,1.5,0.3,0.3,2.6,2.4,60.0,1.7,2.4,1.5,0.9,1.0,0.4,0.4,3.6,3.2,3.1,0.5,0.3,0.3,66.7,14.1,1.8,CM,0
Theo Valls,2018-2019,22,Nîmes,0.0,0.0,0.0,0.1,0.1,0.0,0.06,1.1,0.0,0.2,19.0,1.0,0.3,0.1,3.9,452.2,139.4,3.4,58.2,109.8,56.3,1.1,0.8,0.1,1.0,0.7,0.1,0.0,2.4,2.1,44.9,1.0,0.6,0.8,1.4,0.9,0.2,1.1,3.0,1.2,0.5,0.0,0.4,1.0,53.8,9.1,0.9,CM,0
Theo Valls,2019-2020,23,Nîmes,0.1,0.1,0.1,0.1,0.1,0.1,0.04,1.4,0.14,0.4,28.0,1.4,0.6,0.2,4.8,523.1,159.9,5.8,59.0,122.4,65.7,1.6,0.7,0.2,1.6,0.7,0.1,0.1,2.5,1.9,46.2,0.7,1.3,0.9,1.9,0.9,0.0,0.7,2.9,2.6,1.5,0.0,0.7,2.3,65.0,8.0,1.1,CM,0
Thiago Maia,2017-2018,20,Lille,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.5,0.0,0.1,13.3,0.5,0.5,0.0,6.9,940.2,306.1,8.1,68.6,222.9,109.6,1.6,1.1,0.1,1.5,1.3,0.1,0.1,1.8,1.6,46.3,1.2,0.8,0.5,1.7,1.2,0.4,2.2,4.2,2.5,1.3,0.1,0.3,0.3,78.8,18.5,0.6,DM,0
Thiago Maia,2018-2019,21,Lille,0.1,0.1,0.0,0.0,0.0,0.0,0.26,0.2,0.0,0.1,50.0,0.7,0.4,0.1,6.3,771.1,233.4,6.7,69.7,146.0,71.4,0.6,0.7,0.0,1.2,0.9,0.1,0.1,1.8,1.5,43.8,1.6,1.2,1.1,1.8,1.2,0.4,2.0,4.8,1.0,0.9,0.1,0.1,0.2,66.7,13.1,0.4,DM,0
Thiago Mendes,2017-2018,25,Lille,0.2,0.3,0.1,0.1,0.1,0.1,0.06,1.8,0.2,0.6,33.3,1.7,0.8,0.0,6.4,731.2,218.5,6.7,64.7,220.6,105.4,2.2,3.0,0.4,2.6,1.6,0.4,0.2,3.5,2.7,60.0,1.5,1.8,0.2,0.7,0.8,0.1,1.0,2.0,3.1,1.1,0.2,0.5,1.2,81.3,8.0,1.4,DM,1
Thiago Mendes,2018-2019,26,Lille,0.1,0.1,0.0,0.0,0.1,0.1,0.05,0.9,0.0,0.1,12.5,1.8,0.4,0.1,6.8,887.5,302.7,11.3,53.4,188.7,99.2,1.1,1.4,0.0,1.1,0.8,0.3,0.1,3.3,1.9,40.0,1.1,1.9,1.1,0.9,1.3,0.3,2.0,4.5,6.1,3.0,0.2,0.5,4.0,65.1,12.3,0.3,DM,0
Thiago Mendes,2019-2020,27,Lyon,0.3,0.3,0.0,0.1,0.1,0.1,0.05,1.3,0.0,0.1,11.5,1.1,0.9,0.1,6.4,851.8,246.5,7.6,66.2,157.4,72.4,0.7,1.0,0.0,1.3,1.1,0.4,0.4,2.2,1.9,59.1,1.0,0.9,1.0,1.2,1.0,0.3,2.3,4.4,1.9,1.3,0.2,0.6,0.4,57.1,12.7,0.2,DM,0
Thiago Mendes,2020-2021,28,Lyon,0.0,0.0,0.0,0.0,0.1,0.1,0.04,0.9,0.0,0.3,30.4,1.0,0.9,0.1,7.2,905.9,316.2,8.3,71.5,162.4,75.8,0.8,0.8,0.0,1.1,0.6,0.2,0.2,2.4,2.2,55.6,1.0,0.9,0.7,0.8,1.3,0.3,1.6,3.0,1.8,1.6,0.1,0.7,0.5,65.2,13.5,0.7,DM,0
Thomas Monconduit,2017-2018,26,Amiens,0.1,0.1,0.0,0.0,0.1,0.1,0.03,0.8,0.25,0.1,14.8,0.7,0.6,0.1,5.0,585.7,190.7,5.7,64.2,132.0,65.6,1.0,1.0,0.1,1.3,0.9,0.2,0.2,1.7,1.4,61.7,2.0,1.4,1.0,1.6,1.6,0.5,1.7,4.2,1.4,1.1,0.3,0.6,0.4,71.2,12.1,0.3,DM,0
Thomas Monconduit,2018-2019,27,Amiens,0.0,0.0,0.0,0.0,0.1,0.1,0.03,0.5,0.0,0.2,29.4,1.0,0.5,0.0,6.4,647.1,228.4,6.7,63.2,150.5,78.2,0.8,1.4,0.1,1.1,0.8,0.1,0.0,2.4,1.9,57.1,1.7,1.3,0.8,1.2,1.5,0.5,1.1,3.6,2.3,1.6,0.2,0.6,0.4,63.0,12.6,0.4,DM,0
Thomas Monconduit,2019-2020,28,Amiens,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.7,0.0,0.1,18.2,0.7,0.2,0.0,5.6,647.0,242.9,8.9,54.1,143.6,71.3,0.8,1.1,0.1,1.4,1.0,0.0,0.0,1.5,0.8,54.8,2.1,1.4,0.6,1.1,0.7,0.3,0.7,2.4,4.8,2.7,0.3,0.6,1.8,78.9,9.2,0.5,DM,0
Tiemoué Bakayoko,2019-2020,24,Monaco,0.1,0.2,0.1,0.1,0.1,0.0,0.09,1.3,0.14,0.4,29.2,0.5,0.6,0.0,5.9,677.6,195.3,4.3,78.0,199.4,90.8,1.6,0.9,0.4,1.6,1.6,0.2,0.2,2.0,1.3,72.5,1.8,3.0,1.5,1.3,0.6,0.2,1.5,4.0,1.3,1.3,0.2,0.2,0.5,63.2,10.7,1.5,DM,1
Tom Lacoux,2021-2022,19,Bordeaux,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.2,,0.0,0.0,0.3,0.0,0.0,2.7,527.9,176.1,4.8,58.3,117.2,48.7,0.8,0.7,0.0,1.8,0.8,0.3,0.1,1.3,0.8,21.1,1.8,0.6,0.9,1.5,1.4,0.4,0.9,2.7,6.0,0.2,0.3,0.9,0.7,57.1,17.9,0.1,DM,0
Toma Bašić,2018-2019,21,Bordeaux,0.0,0.1,0.1,0.1,0.1,0.1,0.06,1.4,0.29,0.5,35.0,1.4,0.3,0.1,4.3,579.8,168.5,8.2,55.4,165.6,72.8,1.4,1.1,0.1,1.9,1.2,0.1,0.1,2.4,1.4,52.5,1.6,1.6,0.7,1.4,0.9,0.1,0.6,2.8,4.4,2.2,0.1,0.5,3.1,60.0,7.4,0.7,CM,0
Toma Bašić,2019-2020,22,Bordeaux,0.3,0.4,0.1,0.1,0.2,0.2,0.05,1.5,0.25,0.4,23.5,2.1,0.6,0.0,7.0,775.7,214.1,8.8,54.6,203.4,110.5,1.7,1.5,0.2,2.8,1.3,0.4,0.1,3.2,2.0,69.2,1.2,1.3,1.1,1.4,1.3,0.2,0.8,3.2,4.7,1.9,0.3,0.4,4.3,70.4,9.4,0.4,CM,1
Toma Bašić,2020-2021,23,Bordeaux,0.0,0.2,0.1,0.2,0.1,0.1,0.1,1.6,0.24,0.6,37.8,0.9,0.6,0.1,3.8,643.9,157.4,6.7,57.5,164.4,68.7,1.1,0.8,0.1,1.6,0.8,0.1,0.0,2.0,1.1,45.5,1.5,1.1,0.6,1.5,0.7,0.2,1.1,2.2,2.0,1.1,0.0,0.4,2.2,74.2,10.7,1.0,CM,1
Tristan Dingomé,2017-2018,26,Troyes,0.0,0.0,0.0,0.0,0.1,0.1,0.03,0.4,0.0,0.2,40.0,1.1,0.9,0.2,5.1,647.6,207.0,6.3,63.1,117.5,56.3,0.9,0.8,0.1,0.6,1.0,0.2,0.2,2.0,1.9,41.2,1.1,0.6,0.4,0.6,0.9,0.0,0.9,2.8,0.7,0.3,0.2,0.2,1.6,66.7,11.9,0.5,CM,0
Tristan Dingomé,2018-2019,27,Reims,0.2,0.3,0.1,0.0,0.2,0.1,0.05,0.5,0.33,0.2,37.5,1.8,1.3,0.1,6.2,498.5,134.0,4.8,58.3,92.3,37.4,0.5,0.7,0.1,1.7,1.1,0.4,0.4,3.2,2.9,30.4,1.9,0.8,0.5,1.1,1.1,0.2,0.7,2.5,0.6,0.1,0.5,0.3,0.7,39.1,7.6,1.0,CM,0
Tristan Dingomé,2019-2020,28,Reims,0.1,0.1,0.0,0.0,0.1,0.1,0.05,0.9,0.0,0.1,11.1,1.2,1.3,0.0,5.1,454.8,99.7,4.2,59.5,70.9,19.3,0.1,0.3,0.0,2.1,1.1,0.3,0.3,3.0,2.5,25.0,2.0,1.0,0.2,1.0,0.6,0.0,0.6,1.6,1.6,0.3,0.5,0.2,1.7,60.0,5.1,1.5,CM,0
Valentín Vada,2017-2018,21,Bordeaux,0.1,0.3,0.2,0.1,0.0,0.1,0.07,1.3,0.5,0.4,33.3,0.7,0.8,0.2,6.2,786.7,201.9,6.8,55.4,228.7,105.4,2.2,2.1,0.2,2.3,0.9,0.1,0.1,2.1,1.6,33.3,1.7,2.1,0.8,2.5,0.8,0.1,0.6,2.9,6.4,2.6,0.2,0.8,3.6,60.0,9.6,1.4,CM,0
Valentin Rongier,2017-2018,22,Nantes,0.1,0.1,0.0,0.1,0.1,0.1,0.07,1.1,0.17,0.2,21.4,1.1,0.7,0.1,5.9,693.7,183.6,4.7,74.2,163.0,71.2,1.1,1.6,0.3,1.4,2.0,0.2,0.2,3.3,2.7,46.6,1.5,0.8,0.7,1.8,1.6,0.2,1.5,4.3,2.1,0.7,0.2,0.5,0.3,70.0,9.0,1.2,CM,1
Valentin Rongier,2018-2019,23,Nantes,0.1,0.3,0.1,0.1,0.2,0.1,0.06,2.0,0.2,0.4,21.1,2.4,1.2,0.1,6.5,761.8,228.3,7.8,71.2,185.7,88.9,2.0,1.6,0.2,1.8,1.1,0.3,0.2,4.9,3.2,43.2,1.2,0.8,0.7,1.1,1.3,0.2,0.9,3.3,4.8,2.4,0.2,0.7,2.9,66.1,8.2,1.5,CM,1
Valentin Rongier,2019-2020,24,2 Teams,0.1,0.1,0.0,0.1,0.1,0.1,0.05,1.7,0.0,0.4,25.0,1.6,0.4,0.0,5.3,854.0,188.1,5.9,74.8,230.4,109.0,1.9,1.4,0.3,1.7,1.0,0.1,0.1,3.0,2.4,60.5,1.7,0.9,1.1,1.9,1.5,0.2,1.7,5.2,1.5,1.0,0.1,0.7,0.6,88.2,10.9,1.6,CM,1
Valentin Rongier,2020-2021,25,Marseille,0.1,0.1,0.0,0.0,0.0,0.1,0.04,0.8,0.17,0.3,35.3,0.6,0.4,0.1,5.2,848.3,209.3,4.6,67.0,195.2,96.0,1.4,1.1,0.1,1.6,0.3,0.3,0.3,2.1,1.6,53.2,2.1,1.1,2.1,2.0,1.5,0.1,1.3,5.8,1.1,0.8,0.1,0.5,0.1,68.4,16.3,0.7,CM,1
Valentin Rongier,2021-2022,26,Marseille,0.0,0.0,0.0,0.1,0.1,0.1,0.09,1.1,0.0,0.4,32.1,0.7,0.9,0.1,8.0,1130.2,291.7,5.2,78.7,317.1,159.7,2.1,2.3,0.2,1.1,0.6,0.2,0.2,2.4,1.9,41.3,1.4,1.1,1.1,1.3,1.1,0.2,1.4,4.5,6.7,1.4,0.2,0.5,0.3,63.8,18.7,1.0,CM,1
Valon Berisha,2020-2021,27,Reims,0.2,0.2,0.0,0.1,0.1,0.1,0.05,1.1,0.0,0.2,14.3,1.4,1.0,0.1,7.1,875.4,220.9,11.2,69.8,194.0,112.8,2.6,1.7,0.2,1.5,0.7,0.4,0.3,3.1,2.6,40.9,0.8,0.9,0.6,2.0,0.8,0.1,1.4,3.6,5.1,2.4,0.0,1.1,3.4,58.8,10.7,1.3,LM,0
Victorien Angban,2019-2020,22,Metz,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.3,,0.0,0.0,0.3,0.3,0.0,6.1,794.3,201.0,5.1,72.4,232.4,120.8,2.2,1.8,0.2,1.6,1.5,0.0,0.0,1.1,1.0,47.1,1.6,2.3,1.0,1.1,0.8,0.2,0.7,2.7,2.0,1.5,0.0,0.5,0.3,71.4,8.7,0.3,CM,0
Victorien Angban,2020-2021,23,Metz,0.1,0.1,0.0,0.0,0.0,0.0,0.08,0.3,0.0,0.1,16.7,0.6,0.3,0.1,4.8,767.3,214.3,6.4,79.7,161.5,75.0,1.1,1.0,0.1,1.2,1.6,0.1,0.1,1.3,1.2,41.9,1.5,1.5,0.9,1.3,0.9,0.2,1.0,3.0,1.0,0.8,0.0,0.5,0.5,67.7,10.4,0.5,CM,0
Vincent Koziello,2017-2018,21,Nice,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.4,0.0,0.1,25.0,0.8,0.1,0.0,4.9,1061.5,251.0,5.7,94.1,216.5,108.4,1.3,1.0,0.2,1.3,1.2,0.0,0.0,1.9,1.6,18.8,1.2,1.4,0.6,1.2,0.9,0.3,2.1,3.9,1.9,1.6,0.1,0.3,0.0,66.7,14.9,0.6,CM,0
Vincent Pajot,2017-2018,26,Saint-Étienne,0.1,0.3,0.1,0.1,0.1,0.1,0.07,1.4,0.4,0.3,25.0,0.7,0.3,0.0,4.0,522.1,139.5,4.1,72.9,79.9,32.6,0.9,0.6,0.1,0.8,0.6,0.2,0.2,1.3,1.2,60.0,2.5,1.3,0.2,1.0,1.5,0.6,1.7,3.3,1.3,0.8,0.1,0.4,0.4,57.1,11.6,1.8,DM,0
Vincent Pajot,2018-2019,27,Angers,0.0,0.0,0.0,0.1,0.1,0.1,0.07,1.6,,0.0,0.0,0.5,0.9,0.0,3.8,491.0,136.1,2.7,81.0,85.0,32.4,0.8,0.1,0.1,0.8,0.3,0.0,0.0,1.4,1.0,59.6,2.4,1.5,0.5,1.3,1.1,0.0,1.0,3.3,1.9,1.6,0.1,0.0,0.0,33.3,6.6,1.8,DM,0
Vincent Pajot,2019-2020,28,2 Teams,0.6,0.6,0.0,0.1,0.2,0.0,0.04,1.3,0.0,0.3,22.2,1.9,0.4,0.0,2.7,557.5,122.6,4.3,76.7,134.9,65.2,2.1,0.3,0.4,1.3,1.0,0.4,0.1,2.4,1.4,47.6,2.1,0.6,0.4,0.3,1.1,0.1,2.0,4.6,4.4,2.3,0.1,0.4,1.9,33.3,10.3,1.3,DM,0
Wylan Cyprien,2017-2018,22,Nice,0.2,0.4,0.2,0.1,0.2,0.1,0.06,1.9,0.5,0.4,20.0,1.5,0.6,0.0,4.8,1170.5,384.4,11.1,60.7,153.5,81.8,0.8,0.5,0.2,1.4,1.1,0.4,0.2,2.9,1.4,75.0,0.4,1.7,0.2,0.9,0.7,0.1,1.0,1.9,5.6,1.2,0.2,0.7,4.7,71.4,25.6,0.8,CM,0
Wylan Cyprien,2018-2019,23,Nice,0.0,0.2,0.1,0.1,0.2,0.1,0.07,1.9,0.16,0.7,37.3,2.4,0.5,0.0,7.5,1157.0,354.4,13.0,62.3,173.1,92.5,1.1,0.7,0.1,1.2,0.9,0.2,0.2,4.2,2.1,50.0,0.8,1.8,0.6,1.1,0.8,0.2,0.4,1.9,7.8,3.5,0.3,0.9,5.0,63.3,14.5,0.6,CM,0
Wylan Cyprien,2019-2020,24,Nice,0.2,0.5,0.1,0.1,0.2,0.2,0.05,2.7,0.14,0.7,26.4,1.9,0.4,0.2,7.9,1049.7,301.5,12.3,59.1,163.7,103.8,1.2,1.0,0.1,0.9,0.8,0.7,0.3,4.3,2.2,58.3,0.7,1.6,0.4,1.0,0.4,0.1,1.0,1.8,7.5,3.4,0.1,0.6,4.9,60.9,14.8,0.8,CM,0
Wylan Cyprien,2021-2022,26,Nantes,0.2,0.3,0.1,0.0,0.2,0.1,0.04,1.2,0.25,0.5,40.0,1.9,1.0,0.1,5.8,828.5,243.4,10.0,63.0,174.1,77.3,0.5,0.8,0.0,0.9,1.0,0.5,0.2,3.7,2.1,27.8,1.1,1.0,0.8,1.1,1.0,0.4,0.6,2.6,5.8,2.4,0.2,0.6,4.2,71.4,11.9,0.7,CM,0
Xavier Chavalerin,2018-2019,27,Reims,0.1,0.1,0.1,0.0,0.1,0.1,0.05,0.6,0.29,0.2,31.8,1.3,0.6,0.2,4.1,617.1,207.5,9.4,54.6,109.5,50.0,0.7,0.6,0.1,0.8,0.5,0.1,0.1,2.2,1.5,30.3,1.3,0.3,0.8,1.2,1.2,0.3,2.0,4.9,3.7,1.9,0.2,0.8,3.0,74.2,14.9,0.4,CM,0
Xavier Chavalerin,2019-2020,28,Reims,0.1,0.2,0.0,0.0,0.1,0.1,0.04,0.9,0.33,0.1,14.3,1.8,1.0,0.3,4.7,664.8,226.8,10.0,52.9,106.5,48.2,0.7,0.7,0.2,1.4,0.4,0.2,0.1,3.0,1.8,37.9,1.7,0.4,0.8,1.3,1.0,0.3,1.5,4.5,5.2,2.5,0.1,0.8,4.5,59.1,14.4,0.7,CM,0
Xeka,2017-2018,22,2 Teams,0.2,0.3,0.1,0.2,0.1,0.1,0.07,2.2,0.2,0.6,29.4,1.5,0.6,0.0,4.1,670.0,173.5,9.1,60.1,182.4,76.5,1.2,0.9,0.2,1.9,1.6,0.3,0.1,3.5,2.1,36.8,2.0,1.9,0.6,1.8,0.9,0.1,1.1,2.7,3.5,1.6,0.6,1.0,2.2,57.7,11.9,2.3,CM,1
Xeka,2018-2019,23,Lille,0.0,0.1,0.1,0.1,0.0,0.0,0.05,1.4,0.18,0.4,32.4,0.5,0.2,0.0,4.5,696.1,186.0,7.1,57.0,191.2,99.0,1.6,1.0,0.0,1.3,0.6,0.1,0.0,1.4,1.0,51.4,2.2,1.1,0.7,1.6,0.8,0.1,0.8,3.2,1.5,0.8,0.2,0.8,1.0,50.0,10.2,0.7,CM,1
Xeka,2019-2020,24,Lille,0.0,0.0,0.0,0.2,0.1,0.1,0.13,1.1,0.0,0.4,33.3,1.0,0.3,0.0,7.5,831.8,222.1,7.1,75.0,212.1,108.4,2.2,0.4,0.0,1.4,0.4,0.1,0.0,2.7,2.2,45.2,2.0,1.1,1.1,2.5,1.4,0.1,0.5,2.8,1.3,1.3,0.1,1.3,0.8,66.7,7.4,2.3,CM,0
Xeka,2020-2021,25,Lille,0.1,0.2,0.1,0.1,0.2,0.1,0.05,1.4,0.2,0.4,27.8,1.4,0.7,0.1,6.2,1016.2,253.5,8.2,76.4,243.2,114.2,1.5,1.2,0.1,1.4,0.2,0.4,0.2,3.5,2.4,45.7,2.1,2.0,1.2,2.0,1.0,0.1,1.5,4.0,3.2,2.4,0.4,1.4,1.6,46.2,11.3,1.0,CM,0
Xeka,2021-2022,26,Lille,0.0,0.2,0.2,0.1,0.1,0.1,0.07,1.2,0.6,0.3,22.7,0.8,0.3,0.0,4.1,681.6,189.6,7.8,56.7,161.7,67.9,0.7,0.7,0.1,1.7,0.9,0.2,0.0,1.7,1.1,47.8,1.8,0.9,1.5,1.6,1.3,0.2,1.3,3.9,4.2,2.6,0.3,0.7,1.9,41.7,12.7,0.8,CM,0
Yacine Adli,2019-2020,19,Bordeaux,0.3,0.5,0.3,0.1,0.2,0.1,0.04,1.5,0.5,0.5,35.3,1.7,0.4,0.0,5.7,656.2,162.8,6.7,57.9,233.5,125.1,3.4,2.7,0.3,2.4,2.1,0.6,0.3,4.0,2.6,43.5,1.1,1.6,1.0,2.0,0.9,0.0,0.7,2.6,3.4,1.5,0.5,0.2,3.4,54.2,6.2,1.0,CM,0
Yacine Adli,2020-2021,20,Bordeaux,0.2,0.3,0.1,0.1,0.2,0.1,0.08,0.9,0.22,0.3,37.5,2.0,0.7,0.1,7.0,904.8,257.1,9.3,66.5,222.9,116.2,2.0,1.9,0.4,1.6,1.5,0.4,0.3,3.9,2.9,50.0,1.5,1.4,1.3,2.1,1.0,0.1,1.5,4.2,2.4,1.5,0.2,0.9,2.0,63.3,13.0,0.9,CM,0
Yacine Adli,2021-2022,21,Bordeaux,0.3,0.3,0.0,0.1,0.2,0.2,0.06,1.3,0.07,0.6,46.9,2.3,1.4,0.2,6.5,697.1,240.8,11.1,56.3,230.2,106.1,2.6,2.0,0.7,2.3,1.9,0.7,0.5,4.8,3.2,38.7,0.8,1.1,0.8,2.0,1.3,0.1,1.5,3.2,5.5,1.9,0.4,1.2,4.5,57.5,10.6,1.8,CM,1
Yann M'Vila,2017-2018,27,Saint-Étienne,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.2,,0.0,0.0,0.2,0.5,0.1,8.5,1336.9,423.2,13.1,77.3,205.7,97.8,0.9,0.7,0.0,0.6,0.5,0.0,0.0,0.9,0.9,57.6,0.5,1.2,0.4,1.0,0.8,0.1,1.9,3.5,2.0,1.7,0.1,1.4,0.4,83.3,22.5,0.1,DM,0
Yann M'Vila,2018-2019,28,Saint-Étienne,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.4,0.0,0.1,14.3,0.7,0.4,0.0,6.3,1080.2,359.7,12.0,72.7,150.3,57.4,0.2,0.4,0.0,0.6,0.5,0.2,0.2,1.9,1.6,52.4,0.6,0.9,0.8,1.2,1.2,0.3,2.0,4.0,1.9,1.8,0.2,1.8,0.2,78.6,20.8,0.1,DM,0
Yohann Magnin,2021-2022,24,Clermont Foot,0.0,0.1,0.1,0.1,0.0,0.0,0.06,1.0,0.33,0.2,15.8,0.4,0.8,0.1,4.1,613.4,177.5,5.5,56.7,170.3,64.2,0.4,0.5,0.1,1.4,0.7,0.1,0.1,1.4,1.2,48.0,1.1,1.3,1.3,0.9,0.9,0.4,1.0,3.8,0.5,0.5,0.0,0.4,0.6,53.3,18.2,1.6,DM,0
Younousse Sankharé,2017-2018,27,Bordeaux,0.0,0.4,0.3,0.3,0.1,0.1,0.14,1.9,0.5,0.7,35.9,1.0,0.5,0.1,5.5,521.2,166.4,3.1,63.1,186.0,103.9,1.9,1.1,0.1,1.0,1.1,0.1,0.1,2.6,2.0,50.9,1.6,1.7,0.2,1.4,0.7,0.2,1.0,2.6,0.9,0.7,0.2,0.1,0.2,61.8,7.3,2.0,CM,0
Younousse Sankharé,2018-2019,28,Bordeaux,0.2,0.2,0.1,0.1,0.1,0.0,0.12,1.0,0.33,0.2,17.6,1.1,0.5,0.1,4.3,409.1,133.0,2.9,38.3,136.7,81.6,1.8,1.6,0.2,1.7,1.2,0.2,0.2,2.4,2.0,48.5,2.2,2.1,0.4,0.8,0.9,0.0,0.5,2.1,0.9,0.5,0.2,0.2,0.1,59.2,5.4,1.5,CM,0
Youri Tielemans,2017-2018,20,Monaco,0.1,0.1,0.0,0.1,0.1,0.1,0.05,1.4,0.0,0.7,48.0,1.0,0.3,0.0,6.3,671.8,210.4,5.9,68.9,158.0,85.8,1.7,1.5,0.4,1.1,1.0,0.4,0.2,3.3,2.2,53.3,2.0,1.5,1.0,2.2,1.4,0.3,2.0,4.6,1.5,0.9,0.5,0.5,1.4,55.8,8.9,1.5,CM,1
Youri Tielemans,2018-2019,21,Monaco,0.1,0.3,0.2,0.1,0.1,0.1,0.05,1.8,0.67,0.3,17.6,1.0,0.7,0.2,7.8,729.9,252.4,9.3,54.0,174.6,106.5,2.0,1.6,0.1,1.4,1.0,0.2,0.2,2.6,2.0,61.4,1.2,1.7,1.3,1.2,1.1,0.2,1.0,3.4,5.0,2.8,0.3,0.7,2.9,51.4,11.7,0.9,CM,1
Youssef Aït Bennasser,2017-2018,21,Caen,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1.0,0.0,0.1,13.0,0.5,0.3,0.0,7.8,825.5,258.0,9.4,71.8,205.6,114.4,1.6,1.1,0.1,0.8,1.5,0.0,0.0,2.3,1.8,41.8,0.9,1.1,0.7,2.2,1.5,0.1,1.4,3.5,0.7,0.4,0.2,1.1,0.5,84.3,13.1,0.2,DM,0
Youssef Aït Bennasser,2018-2019,22,2 Teams,0.1,0.1,0.0,0.0,0.1,0.0,0.03,0.7,0.0,0.1,13.3,0.9,0.6,0.1,6.9,1016.7,283.4,9.0,76.2,204.0,114.4,1.2,1.0,0.0,0.8,0.6,0.2,0.2,2.1,2.0,41.2,0.9,0.9,1.2,1.4,1.3,0.3,1.5,4.1,1.5,1.2,0.3,0.8,0.3,76.7,17.5,0.1,DM,0
Youssouf Fofana,2018-2019,19,Strasbourg,0.1,0.3,0.2,0.1,0.1,0.0,0.1,1.2,0.67,0.3,25.0,0.6,0.5,0.1,2.7,445.2,97.6,4.5,54.3,166.1,94.4,2.1,2.7,0.3,2.9,0.9,0.2,0.2,1.7,1.1,41.7,1.7,0.9,0.9,1.8,0.7,0.0,1.1,3.8,1.2,0.5,0.2,0.3,0.6,64.0,9.4,0.9,DM,1
Youssouf Fofana,2019-2020,20,2 Teams,0.1,0.2,0.1,0.1,0.1,0.1,0.05,1.2,0.17,0.3,28.6,0.7,0.5,0.1,5.7,640.1,174.3,5.2,72.0,198.2,117.4,2.6,2.2,0.3,1.8,1.3,0.1,0.1,2.0,1.4,61.0,1.3,0.7,1.2,1.3,1.3,0.1,1.2,3.5,0.3,0.1,0.2,0.4,0.8,41.7,11.0,1.1,DM,1
