Player,Season,Age,Team,Goals,Assist,G+A,Non_penalty_goals,Penalty_kicks-made,Penalty_kicks_attempted,Penalty_kicks_missed,Expected_goals,Non_penalty_xG,Expected_assisted_goals,xG+xAssisted_G,Expected_assists,Non_penalty_expGoals+assisted_goals,Goals-Expected_goals,Assists-expGoals_assisted,Non_penalty_expGoals_perShot,Shot_/90,Goals_per_shot,Goals_perShot_onTarget,Shots_onTarget,Shots_onTarget%,Passes_completed,Passes_attempted,Passes_completition%,Passes_toShot,Passes_into_last3rd,Passes_into18yard_box,Crosses_into18yard_box,Progressive_passes,TotDist_completed_passes,TotProgressive_passes,Completed_short_passes,Attempted_short_passes,Short_passes_Cmp%,Completed_medium_passes,Attempted_medium_passes,Medium_pass_Cmp%,Completed_long_passes,Attempted_long_passes,Long_passes_Cmp%,Carries/90,TotDist_Carries,PrgDist_Carries,Carries_10yards_forward,Carries_into_final_third,Carries_into18yard_box,Miscontrols,Dispossesd,Received,Prg_passes_received,Goal_creating_actions,PassLive_lead_goal,Shot_creating_actions,PassLive_lead_shot_attempt,Touches/90,Touches_Def_Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Aerials_Won%,Yellow_cards,Red_cards,Fouls_committed,Fouls_drawn,Tackles_on_players,Tackles_won,Tackles_on_dribblers,Lost_challange_drib_player,Blocking_ball,Blocking_shots,Blocking_pass,Interceptions,Tackles_+Interc,Clearences,Mistakes_leadto_shot,Offsides,Penalty_kicks_won,Penalty_kicks_conceded,Own_goals,Recov_loose_balls,Live_ball_passes,Dead_ball_pass,Passes_freeKick,Passes_behind_defenders,Swing_passes,Crosses,Corner_kikcs,Succ_Takes_on%,Tkld_During_Take_On%,Role,Tier_league
Boulaye Dia,2020-2021,23,Reims,0.4,0,0.5,0.3,0.2,0.2,0,0.4,0.3,0.1,0.4,0,0.3,0,0,0.15,1.8,0.16,0.41,0.7,37.9,15,19.1,78.6,0.9,0.9,0.5,0,1.7,219.3,39,8.1,10,81.5,4.7,5.4,86.9,1,1.3,80.5,17,109.8,53.2,2.1,1.2,1.1,2.7,1.6,20.5,5,0.3,0,2.3,1.5,29.8,1.4,4.1,12.7,13.7,4,29.7,25.2,0.1,0,1,1.1,0.7,0.4,0.1,0.6,0.6,0.2,0.4,0.4,1.1,1.1,0,0.4,0,0,0,3.3,17.7,1.3,0,0,0.2,0.4,0,55.4,44.6,CF,1
Casimir Ninga,2017-2018,24,Montpellier,0.1,0.1,0.1,0.1,0,0,0,0.2,0.2,0.1,0.3,0.1,0.3,-0.1,0,0.08,2.4,0.03,0.13,0.6,23.5,13.3,19.5,68,1.1,0.4,0.3,0.1,1.1,184.6,31.7,8.1,10.5,77.2,3.4,5.4,62.3,0.8,1.7,50,18.8,132.9,66.2,2.7,2,0.7,4.2,2,23.4,7,0.2,0.2,2.4,1.9,33.2,0.9,3.1,12,18.8,4.3,33.2,30.4,0.1,0,2.2,0.7,0.8,0.5,0.1,0.6,0.8,0.1,0.7,0.3,1.1,0.9,0,1.1,0,0,0,2.7,18.1,1.4,0,0.1,0.1,1.5,0,39,61,CF,0
Casimir Ninga,2018-2019,25,Caen,0.2,0.1,0.3,0.2,0,0,0,0.2,0.2,0.1,0.3,0.1,0.3,0,0,0.09,1.9,0.1,0.29,0.6,32.7,14,19.8,70.8,0.9,0.5,0.5,0.2,1,207.9,38.2,8.4,10.1,83,4,5.5,71.7,1,2.4,43.1,23.7,225.9,97.3,3.5,3.5,0.8,4.6,3.1,23.6,6.7,0.1,0.1,2,1.3,37,0.3,5.3,15.3,17.6,2.9,36.9,30.6,0.3,0,2.3,1.3,1.9,1.1,0.7,1.1,0.8,0,0.8,0.8,2.7,0.4,0,0.6,0,0,0,5.3,19,0.8,0,0.1,0.1,1.9,0,41.3,58.7,CF,0
Casimir Ninga,2019-2020,26,Angers,0.4,0.1,0.5,0.4,0,0,0,0.4,0.4,0.1,0.6,0.1,0.6,0,0,0.1,4.1,0.1,0.43,0.9,22.6,20.6,27.4,75,1.6,1.6,1.2,0,2.8,305.1,65.6,11.5,13.3,86.1,5.8,8,72.1,1.7,2.6,65,28.9,245,122.8,4,3.8,1.4,4,3.7,32.8,8.3,0.4,0.1,4.6,3.3,42.2,0.8,5.7,16.2,21.2,6.1,42.2,44.8,0.3,0.1,1.8,1.3,0.7,0.7,0.1,0.5,0.7,0,0.7,0.4,1.1,0.3,0,0.3,0,0,0,5.1,26.9,0.5,0,0.1,0.3,1.1,0,45,55,CF,0
Charles Abi,2020-2021,20,Saint-Étienne,0.3,0.2,0.5,0.3,0,0,0,0.2,0.2,0,0.2,0,0.2,0.1,0.2,0.11,1.9,0.16,0.75,0.4,21.1,12.6,19.9,63.4,0.6,1.1,0.6,0,2.1,168.1,31.3,8,11,73,2.7,4.3,61.4,0.9,1.7,52.9,16.4,104.2,41.8,1.3,1.5,0.2,3.3,2,23.9,4.7,0.3,0.2,1.4,1.1,31.6,0.9,3.7,13.6,14.4,3.6,31.6,38.5,0.1,0,1.8,0.7,0.8,0.2,0.3,0.9,0.6,0.2,0.4,0.4,1.2,0.5,0,0.7,0,0,0,2.6,18.9,1,0,0,0.1,0.3,0,50,50,CF,0
Christian Kouakou,2017-2018,26,Caen,0.1,0.1,0.2,0.1,0,0,0,0.3,0.3,0,0.4,0.1,0.4,-0.2,0.1,0.12,2.9,0.04,0.17,0.6,22.2,11.3,16.7,67.5,0.7,0.6,0.9,0.5,0.9,152.2,48.1,7.3,9,81.2,2.9,4.8,60,0.4,1.4,30.8,17.2,123.4,64.2,1.8,1.4,1.3,2.7,1.7,19.8,7,0.1,0.1,2.8,1.6,29.6,1.3,5.4,10.5,14.1,3.9,29.6,52.9,0,0,1.9,2.3,2.6,1.4,0.5,1.5,1.7,0.1,1.6,0.9,3.4,0.6,0.1,1.5,0,0,0,4.7,16.5,0.1,0,0,0,2,0,37.5,62.5,CF,0
Christopher Nkunku,2017-2018,19,Paris S-G,0.6,0,0.6,0.6,0,0,0,0.3,0.3,0.1,0.4,0.1,0.4,0.2,-0.1,0.12,2.9,0.2,0.31,1.9,65,46.5,51.5,90.3,0.6,3.1,1,0,4.4,621,134.9,27.7,29.7,93.3,12.1,12.7,95.5,2.4,4,60.7,44.8,250,125.2,2.6,2.3,0.4,2.6,2.7,51.9,6.7,0.1,0.1,2.9,2.1,62.6,1.3,8.3,35.1,20.1,3.9,62.6,50,0,0,1.7,1.3,0.7,0.3,0.4,1.6,1.1,0.3,0.9,0.7,1.4,0.3,0.1,0.3,0,0,0,4.4,49.5,1.9,0.3,0.1,0.3,1.4,1,68.4,26.3,CF,1
Christopher Nkunku,2018-2019,20,Paris S-G,0.2,0.2,0.4,0.2,0,0,0,0.2,0.2,0.2,0.4,0.2,0.4,0,-0.1,0.11,1.8,0.13,0.6,0.4,21.7,44.5,50.2,88.7,1.3,2.3,1.3,0.2,4.7,567.9,124.9,27.4,29.2,93.9,12.1,13.5,89.6,1,1.6,61.9,41.5,243.1,127.8,4,3.3,0.9,2.3,1.6,49.2,10.1,0.5,0.3,2.9,2.5,61.4,1.1,7.2,29,26.1,3.1,61.4,42.3,0,0,1.6,2.3,1.6,1.2,0.5,0.7,0.9,0.2,0.8,0.7,2.3,0.5,0.1,0,0,0,0,4.4,48.3,1.4,0.2,0.4,0.2,1.2,0.3,59,41,CF,1
Corentin Jean,2017-2018,22,Toulouse,0.1,0.1,0.2,0.1,0,0,0,0.1,0.1,0.1,0.3,0.2,0.3,-0.1,0,0.08,1.3,0.04,0.13,0.4,32,18.3,27.9,65.6,1.4,1.3,1.1,0.6,2.2,291.3,89.7,10.1,12.7,79.8,5.3,8.3,63.9,2,4.4,45.8,23.7,152.2,81.9,2.8,1.6,0.5,1.1,1.2,23.8,8,0.3,0.1,3,1.6,34.8,0.5,4.8,13.4,17.5,1.7,34.8,31.9,0.2,0,0.8,2.1,0.6,0.4,0.3,0.9,0.7,0.1,0.7,0.7,1.4,0.5,0,0.3,0.1,0,0,4.2,24.5,3.4,1.2,0.1,0.3,4.3,1.3,64.7,35.3,CF,0
Corentin Jean,2018-2019,23,Toulouse,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0.1,0.4,-0.2,-0.2,0.1,2,0,0,0.9,42.9,20.6,29.2,70.6,1.1,1,0.6,0.4,1.7,270.9,59.8,13.9,17.3,80.2,4.1,6,69,1.1,2.9,40,23,145.9,51.9,2.4,1.1,1.6,3.1,2.6,27.5,7.7,0.3,0,2.1,1.3,41.9,0.1,3.7,16.7,22.3,3.7,41.9,32.5,0.1,0,1.1,2.1,1.3,0.9,0.3,0.9,1.1,0,1.1,0.3,1.6,0.7,0,0.7,0.1,0,0,5,26.3,2.6,0.4,0,0.1,3.9,1.1,38.5,61.5,CF,0
Diafra Sakho,2017-2018,27,Rennes,0.2,0,0.2,0.2,0,0,0,0.5,0.5,0,0.5,0,0.5,-0.2,-0.2,0,0.21,2.3,0.1,0.33,0.7,30,10.8,16.7,64.6,0.6,0.8,0.5,0.1,0.8,118.3,19,6.4,9.3,68.8,2.1,2.9,72,0.5,0.8,57.1,16.4,52.5,12.6,0.5,0.5,0,4.7,1.2,21.9,5,0,0,1.5,28.7,1.4,2.7,11.5,14.8,4.4,28.7,30.9,0.1,0,1.9,1.2,0.6,0.5,0,0.8,0.5,0,0.5,0.2,0.8,1.3,0,1,0,0,0,1.7,15.4,1,0,0.2,0,0.5,0,41.7,58.3,CF,0
Efthimis Koulouris,2019-2020,23,Toulouse,0.2,0.1,0.4,0.2,0,0,0,0.3,0.3,0.1,0.3,0.1,0.3,0,0,0.1,0.12,2.2,0.11,0.31,0.8,34.2,21,29.3,71.7,1,0.9,0.4,0.1,1.9,260.7,40.4,13.8,17.8,77.7,5,6.8,72.6,0.6,1.3,47.8,21.7,83,29.6,1,0.5,0.3,2.3,1.3,28.8,6.3,0.2,0.2,2,39.5,1.3,3.9,18.3,17.6,3.5,39.5,32,0.1,0,0.9,0.8,0.8,0.5,0.2,0.6,0.5,0.2,0.2,0.2,0.9,0.9,0,0.3,0,0,0,3.4,27.2,1.9,0.1,0,0.1,0.8,0,38.1,61.9,CF,0
El Bilal Touré,2020-2021,18,Reims,0.3,0.1,0.4,0.3,0,0,0,0.2,0.2,0.1,0.3,0,0.3,0.1,0.1,0,0.16,1.4,0.21,0.44,0.7,47.4,14.8,20.8,71.2,0.7,1.2,0.2,0,1.4,189.5,30.7,8.9,11.3,78.3,4.6,6.4,70.8,0.2,0.6,37.5,13.9,67.7,27.7,0.9,0.9,0.1,3.1,0.7,20.5,4.7,0.1,0.1,1,31.5,1.2,3.7,16.3,11.9,3.1,31.5,43.4,0.3,0,3,0.9,1.6,0.9,0.6,0.7,0.6,0.2,0.4,0.4,2,0.7,0.1,0.8,0,0,0,2.7,18.4,2.4,0,0,0,0.1,0,45.5,54.5,CF,0
El Bilal Touré,2021-2022,19,Reims,0.2,0.3,0.5,0.1,0.1,0.1,0,0.3,0.3,0.1,0.4,0.1,0.4,-0.2,-0.2,0.2,0.1,2.4,0.03,0.1,0.8,31.3,18.2,24.9,73.3,0.8,1.3,0.5,0.1,1.7,226.5,37.5,12.6,15.9,79.1,4.3,6,72.2,0.4,0.7,55.6,18.8,103.6,45.2,1.7,0.8,0.5,2.3,1,25.6,5.9,0.5,0.4,2.1,36.9,1.5,5.4,17.2,14.5,3.5,36.8,50.4,0.2,0,1.5,1.1,1,0.5,0.2,0.4,0.8,0.2,0.5,0.5,1.4,1.4,0,0.5,0,0,0,2.8,23.8,0.9,0,0,0.2,0.3,0,42.1,57.9,CF,0
Elye Wahi,2021-2022,18,Montpellier,0.5,0.1,0.6,0.5,0,0,0,0.4,0.4,0,0.4,0,0.4,0.1,0.1,0,0.18,2.2,0.23,0.5,1,46.5,8,12.3,64.5,0.7,0.5,0.3,0.1,0.6,96.5,20.9,4.8,6.7,72.7,1.8,2.9,63.2,0.2,0.7,30.8,13.6,67.3,30.7,1.2,0.6,0.7,2.7,0.8,14.9,5,0.3,0.2,1.2,21.5,0.3,3.1,6.8,11.9,4,21.5,17.8,0.1,0,0.9,1.3,0.9,0.5,0.3,0.5,0.4,0,0.4,0.2,1.1,0.2,0,1.1,0.1,0,0,2.3,11.7,0.6,0,0,0,0.6,0,37.5,62.5,CF,1
Emmanuel Rivière,2017-2018,27,Metz,0.2,0.1,0.3,0.1,0.1,0.1,0,0.5,0.4,0.1,0.6,0,0.5,-0.3,-0.3,0,0.14,3,0.04,0.14,0.9,31.3,19,28.3,67.2,0.8,0.7,0.3,0,1.3,268.3,25,12,16.6,72.2,5.4,8.3,64.9,0.8,1.4,58.1,21.9,77.5,27.9,0.9,1.1,0.5,3.2,1.2,30.6,8.1,0.2,0.1,2.2,37.6,0.1,1.2,17.6,19.2,4.9,37.5,37.4,0,0,1.9,0.7,0.4,0.1,0,0.5,0.4,0,0.4,0.1,0.5,0.2,0,0.4,0,0,0,2.5,26.2,2.1,0,0.1,0,0.1,0,59.1,40.9,CF,0
Enzo Crivelli,2018-2019,23,Caen,0.2,0,0.3,0.2,0,0,0,0.2,0.2,0,0.2,0,0.2,0,0,0,0.24,0.8,0.29,0.6,0.4,47.6,13.9,21.6,64.2,0.6,0.8,0.3,0.1,1.2,175.7,27.6,8.4,12.1,69.1,3.3,5.3,63.6,0.6,1.4,45.7,16.3,75.6,21.3,0.7,0.6,0.2,3,1.6,24.1,4.9,0.1,0,1.5,31,1.4,2.3,18.5,10.3,2.3,31,46.1,0.3,0,1.8,1.8,0.8,0.6,0.3,0.2,0.2,0,0.2,0.2,1,1.1,0,0.2,0,0,0,2.3,19.8,1.7,0,0.1,0,0.2,0,40,60,CF,0
Enzo Crivelli,2017-2018,22,2 Teams,0.2,0.1,0.2,0.2,0,0,0,0.2,0.2,0,0.2,0,0.2,0,0,0,0.18,1.1,0.14,0.5,0.3,28.6,12.7,20.9,60.8,0.8,0.7,0.3,0.1,1.3,155.8,25.7,8.3,12.3,68.1,2.8,4.6,61.1,0.3,0.7,38.5,15.5,64.6,13.9,0.4,0.4,0.2,2.9,1.8,23.3,5.3,0.1,0.1,2,29,0.3,1.4,15.2,12.4,3.1,29,45,0.4,0.1,2,1.6,0.9,0.6,0.1,0.4,0.3,0,0.3,0.2,1.1,0.4,0,0.5,0.1,0,0,1.7,19.8,1.1,0.1,0.1,0.1,0.3,0,55.6,44.4,CF,0
Ezequiel Ponce,2017-2018,20,Lille,0.2,0.1,0.2,0.2,0,0,0,0.2,0.2,0.2,0.4,0.1,0.4,-0.1,-0.1,-0.1,0.14,1.7,0.1,0.4,0.4,23.8,17.1,22.6,75.4,1,0.6,0.4,0,1.4,230,28.6,9.9,12.8,77.6,4.4,5.4,81.8,1.1,1.5,72.2,16.5,84.7,19.1,0.7,0.7,0.3,3,2.3,23.5,5.3,0.1,0.1,1.6,30.9,0.9,2.2,16.7,12.5,3.4,30.9,32.9,0.2,0,3,0.9,0.7,0.7,0,0.6,0.2,0.1,0.1,0.2,1,0.9,0,0.9,0,0,0,2,19.8,2.9,0.2,0.1,0.6,0.2,0,85.7,14.3,CF,0
Gaëtan Laborde,2020-2021,26,Montpellier,0.4,0.2,0.7,0.4,0,0,0,0.3,0.3,0.1,0.4,0.1,0.4,0.1,0.1,0.1,0.12,2.7,0.16,0.4,1.1,40.4,15.9,24.9,63.7,1,0.9,0.5,0.2,1.9,213,53.4,9.7,13.4,72.4,4.6,7,65.2,0.6,1.5,38.9,19.3,108,58,2.2,1.6,0.9,2.9,0.9,25.3,6.6,0.5,0.4,2.3,36.6,0.8,4.3,16,17.1,5.7,36.6,51.3,0.1,0,1.7,0.8,1.2,0.6,0.4,1.2,0.8,0.1,0.7,0.4,1.6,0.7,0,0.2,0,0,0,3.3,24.4,0.4,0,0,0.1,1.5,0,47.1,52.9,CF,0
Gaëtan Laborde,2021-2022,27,2 Teams,0.4,0.2,0.7,0.4,0.1,0.1,0,0.5,0.4,0.2,0.6,0.1,0.6,0,-0.1,0.1,0.15,2.9,0.13,0.36,1.1,36.7,14.1,22.3,63.3,1.2,0.9,0.9,0.3,1.8,197.7,46.4,8.5,11.7,72.9,4,6.7,60.1,0.7,1.1,66.7,17.5,89.5,36,1.3,0.8,0.4,2.9,0.7,23,6.9,0.6,0.4,2.6,33.4,0.8,2.6,14.6,16.5,5.3,33.3,44.3,0.1,0,1,0.7,0.6,0.3,0.1,0.6,0.9,0.1,0.9,0.4,1,0.6,0,0.6,0,0,0,2.8,20.7,1.4,0.1,0.1,0.1,1.1,0,28.9,71.1,CF,0
Gaëtan Laborde,2018-2019,24,2 Teams,0.3,0.1,0.5,0.3,0,0,0,0.3,0.3,0.2,0.5,0.1,0.5,0,0,-0.1,0.11,2.6,0.13,0.41,0.8,31.4,18.1,28.7,63.2,1.1,1.5,0.7,0.1,2.9,259.2,60.2,10.7,14.4,74.1,5.8,8.6,67.1,0.9,1.9,48.4,23.9,149.5,83.8,3.1,1.9,0.8,2.8,1.9,31.2,7.4,0.3,0.2,2.5,41.3,0.8,3.3,18.8,20,4.2,41.3,46.5,0,0,1.1,1.1,1.2,0.5,0.4,0.5,0.5,0.1,0.5,0.2,1.4,0.8,0,0.2,0,0,0,4.3,28.1,0.3,0,0.1,0.1,1.6,0,42.2,57.8,CF,0
Gaëtan Laborde,2017-2018,23,Bordeaux,0.3,0,0.3,0.2,0.1,0.1,0,0.4,0.3,0,0.4,0,0.4,-0.1,-0.1,0,0.11,2.8,0.07,0.17,1.1,40,14.9,23.9,62.2,0.8,0.5,0.4,0.1,1.5,186,22.2,8.9,12.9,69.3,4,6.5,62.3,0.5,0.9,50,23.6,119.9,48,2.1,1.5,1,3.9,1.9,27.4,6.8,0.2,0.1,2.3,37.4,0.7,2.3,16.9,18.8,5.3,37.3,42.3,0.1,0,1.9,1.5,0.8,0.7,0.2,0.5,0.8,0.2,0.6,0.1,0.9,0.7,0.1,0.6,0,0,0,3.9,22.1,1.7,0,0,0,1.1,0,48.4,51.6,CF,0
Gaëtan Laborde,2019-2020,25,Montpellier,0.2,0.2,0.4,0.2,0,0,0,0.3,0.3,0.2,0.5,0.1,0.5,-0.1,-0.1,0,0.13,2.6,0.09,0.27,0.9,34.4,17.2,26.6,64.8,1,1.3,0.9,0.1,3.1,223.2,53.8,10.8,14.1,76.6,4.8,7.3,66.3,0.5,1.4,38.2,20.6,119.3,65.7,2.8,2.3,0.8,3.8,1.5,30.1,8.7,0.2,0.2,2.9,40.9,1.2,3.8,15.8,21.9,4.7,40.9,52.3,0,0,1.7,1.2,0.8,0.5,0.4,1.2,0.8,0,0.8,0.3,1.1,1.3,0,0.3,0,0,0,4.3,25.8,0.4,0,0.1,0.1,1.4,0,41.3,58.8,CF,0
Gerson Rodrigues,2021-2022,26,Troyes,0.1,0.1,0.2,0.1,0,0,0,0.3,0.3,0,0.4,0,0.4,-0.2,-0.2,0.1,0.13,2.4,0.04,0.14,0.7,30.4,16.7,23.7,70.4,0.8,1.7,0.7,0.1,3,240.5,45.1,9.3,12.1,77.2,5.3,6.9,76.9,1,1.7,56.3,25.2,147.8,66.3,2.7,2.4,0.6,4.9,3.8,30.2,6.4,0.2,0.1,2.2,39.1,0.2,2.9,20.4,16.5,2.7,39.1,47.1,0.6,0,3,1.7,1.3,1,0.1,1.7,0.8,0.1,0.7,0,1.3,0.2,0,0.6,0,0,0,2.9,21.1,2.4,0.1,0.1,0.1,1.1,0.4,26.7,73.3,CF,0
Giovanni Sio,2017-2018,28,Montpellier,0.4,0.1,0.5,0.4,0,0,0,0.5,0.5,0.1,0.6,0.1,0.6,-0.1,-0.1,0,0.14,3.4,0.12,0.26,1.6,47.6,17.3,26.1,66.3,0.9,1.3,0.8,0.2,2.3,231.9,46.3,10.7,14.2,75.1,4.7,7.3,64.6,0.7,1.4,51.5,20.9,103,38.9,1.5,1,0.8,2.5,1.9,30.2,9.1,0.2,0.2,2.2,36.7,0.9,1.9,16.3,18.9,4.6,36.6,54.4,0.2,0,2.4,1.7,0.6,0.3,0,0.8,0.5,0,0.5,0.2,0.8,0.9,0,1.1,0,0,0,2.8,24.3,1.7,0,0.1,0.2,1.2,0,48.8,51.2,CF,0
Habib Diallo,2021-2022,26,Strasbourg,0.6,0.1,0.7,0.5,0.1,0.1,0,0.5,0.4,0.2,0.7,0.1,0.6,0.1,0.1,-0.1,0.15,2.9,0.18,0.43,1.2,42.9,14.5,21,69.2,0.8,0.8,0.4,0.1,1.6,188.4,32.6,9.3,12,78,3.3,4.8,67.5,0.6,0.9,73.3,18.6,89.9,33.4,1.1,0.8,0.9,4,1.4,25.9,7.7,0.5,0.2,1.9,33.6,1.4,2.9,14.3,16.6,5.1,33.5,47.8,0.1,0,1,1.2,0.5,0.3,0,0.5,0.8,0.2,0.5,0.2,0.8,0.6,0,0.9,0,0,0,2.8,20.2,0.8,0.1,0.2,0.1,0.5,0,51.5,48.5,CF,0
Habib Diallo,2019-2020,24,Metz,0.5,0.1,0.6,0.5,0,0.1,0.1,0.4,0.3,0.1,0.5,0.1,0.4,0.1,0.2,0,0.1,3,0.15,0.39,1.1,38.4,12.3,18.5,66.2,1,0.6,0.2,0,0.8,160,21.6,6.9,9.7,71.2,3.8,5.1,74.4,0.4,0.7,55.6,15.5,94.3,32.9,1.4,1.1,0.9,3.6,1.4,22.8,5.3,0.4,0.2,2.2,30.9,1.9,3,14.3,13.9,4,30.7,41.9,0.1,0,1.4,0.9,0.1,0,0,0.2,0.2,0.2,0,0.2,0.2,1.8,0,0.7,0,0,0,2.3,17.3,1.1,0,0,0.1,0.2,0,50,50,CF,0
Habib Diallo,2020-2021,25,2 Teams,0.3,0.1,0.4,0.3,0,0,0,0.3,0.3,0.1,0.4,0.1,0.4,0,0,0,0.14,2,0.15,0.4,0.7,37,14.2,21.8,65,0.8,0.8,0.8,0.1,1.5,226,47.2,7.7,10.8,71.6,4.4,6.4,69.1,1.4,2,68.5,18.7,86.3,25.9,0.8,0.7,0.4,3.4,1.6,24.6,6.2,0.3,0.1,1.7,32.2,0.7,3.1,14.4,15,4,32.1,47.2,0.1,0,0.9,1,0.4,0.3,0.3,0.4,0.4,0.1,0.4,0.5,0.9,0.6,0,0.5,0,0,0,2.8,21.1,0.7,0,0,0.3,0.6,0,50,50,CF,0
Hugo Ekitike,2021-2022,19,Reims,0.7,0.2,0.9,0.6,0.1,0.1,0.1,0.5,0.3,0.1,0.6,0.1,0.4,0.2,0.3,0.1,0.18,2.1,0.31,0.56,1.1,55.2,19.6,27.8,70.5,1.1,0.4,0.6,0.1,1.3,244.3,29.4,13.2,17.3,76.6,4.5,6.1,73.3,0.6,1.1,50,25.8,149.9,71.1,2.5,2,1.3,4.7,1.6,31,6.2,0.6,0.3,2.8,42.6,1.4,5.2,19,19.3,4.7,42.5,44.1,0.1,0.1,1.3,2.2,1.3,0.7,0.3,0.5,0.6,0.1,0.5,0.4,1.7,1.1,0,0.8,0.1,0.1,0,4.7,25.9,1.8,0.1,0.1,0.1,0.3,0,48.9,51.1,CF,1
Ibrahima Koné,2021-2022,22,Lorient,0.6,0.1,0.7,0.6,0,0,0,0.3,0.3,0.2,0.6,0.1,0.6,0.3,0.3,-0.1,0.18,1.8,0.33,0.63,1,53.3,11.2,16.7,66.9,1.7,0.6,0.7,0.1,1.6,141.3,34.7,7.4,9.3,78.9,3,4.5,64.9,0.1,0.9,14.3,18.1,96,29.1,1.4,0.6,0.6,3.2,2.3,19.8,6.3,0.4,0.2,3.3,26.6,0.7,2,12,12.7,3.3,26.6,31.4,0.2,0,1.6,1.2,0.9,0.5,0.2,0.1,1,0.4,0.6,0.1,1,0.4,0,0.6,0,0,0,2.5,15.1,1.4,0,0.1,0,0.5,0,66.7,33.3,CF,0
Ibrahima Niane,2020-2021,21,Metz,0.8,0,0.8,0.7,0.1,0.1,0,0.5,0.4,0,0.5,0,0.4,0.3,0.3,0,0.12,3,0.23,0.63,1.1,36.4,14.4,20.2,71.1,0.4,1.1,0.3,0,1.6,199.8,34.8,8.4,11.5,72.9,3.7,5.2,71.1,1.1,1.5,72.7,18.2,94.9,31.4,1.2,1.1,0.4,5,1.2,26.2,6,0.3,0,2.3,33,1.2,1.6,14.8,16.7,4.3,32.9,43.4,0,0,1.5,1.6,0.1,0.1,0.1,0.1,0.4,0,0.4,0,0.1,1.1,0,0.4,0.1,0,0,1.9,18.6,1.5,0.1,0,0.1,0.4,0,46.2,53.8,CF,0
Ibrahima Niane,2019-2020,20,Metz,0.3,0,0.3,0.2,0.1,0.1,0,0.2,0.2,0,0.3,0,0.2,0,0,0,0.06,2.7,0.07,0.18,1,37.9,18.5,26.8,68.9,0.9,1.2,0.3,0.1,1.8,256.3,44.1,10.9,13.2,82.1,4.8,7.7,63,1.1,2.7,41.4,24.9,167.5,69.5,1.8,2.5,0.4,3.5,1.9,29.8,6.8,0,0,2.4,41.1,1,5.7,18.4,18.4,1.9,41,28.6,0,0,0.9,2.8,0.8,0.7,0.5,1,0.5,0.1,0.4,0.9,1.7,1,0.1,0.2,0.1,0,0,4.4,24.4,2.4,0.4,0,0,2.3,1.3,45.5,54.5,CF,0
Ibrahima Niane,2017-2018,18,Metz,0.2,0.1,0.3,0.2,0,0,0,0.3,0.3,0.1,0.4,0.1,0.4,-0.1,-0.1,0,0.07,4.1,0.05,0.14,1.5,35.9,20.2,28.5,71,1,2,0.5,0.3,2.2,298.8,67.2,10.8,14.2,76.1,7.5,9.9,76.3,1,2.2,42.9,30.8,178,83.7,2.4,1.8,0.3,3.9,1.7,34.3,7.7,0.3,0.2,3.4,43.1,0.7,4.3,18.1,21.4,3.9,43.1,43.8,0.1,0,1.5,3,0.6,0.5,0.2,0.6,0.6,0,0.6,0.4,1.1,0.8,0,0.2,0,0,0,4.7,27.9,0.5,0.1,0,0.2,1.6,0,45.9,54.1,CF,0
Ibrahima Niane,2021-2022,22,Metz,0.2,0.1,0.2,0.1,0.1,0.1,0,0.2,0.2,0.1,0.3,0.1,0.2,0,-0.1,0,0.07,2.4,0.05,0.22,0.5,21.4,17.1,24.2,70.7,0.6,0.9,0.2,0.1,1.1,229,44.5,10.6,13.9,76.6,4.4,6.8,64.7,0.9,1.4,66.7,19.2,96.3,24.6,0.8,1.5,0.5,3.6,0.9,25.8,5.1,0.3,0.2,1.6,34.5,1,3.2,16.9,14.8,3.3,34.4,45.1,0.1,0.1,0.8,1.4,0.1,0.1,0,0.3,0.3,0.1,0.3,0.2,0.2,0.9,0,0.6,0,0,0,2.8,21.6,2.6,0.1,0.1,0.1,0.4,0.1,42.9,57.1,CF,0
Idriss Saadi,2017-2018,25,Strasbourg,0.4,0,0.4,0.4,0,0,0,0.4,0.4,0.1,0.4,0.1,0.4,0,0,-0.1,0.11,3.2,0.12,0.44,0.9,27.3,13,20.2,64.5,0.7,0.8,1,0.4,1.4,167.1,36,7.7,10.1,76.4,3.3,5.6,57.6,0.8,1.7,44.4,17.4,85.3,31.1,1.1,0.8,0.5,3.3,1.4,21.5,6.2,0.1,0,1.5,30.6,0.2,1.7,15,14.2,3.7,30.6,26.5,0.1,0,1,0.5,0.6,0.5,0.2,0.9,0.3,0.2,0.1,0.5,1.1,0.1,0,0.6,0,0,0,2.7,17.4,2.8,0,0.1,0,1.8,0.1,33.3,61.9,CF,0
