Player,Season,Age,Team,Goals,Assist,G+A,Non_penalty_goals,Penalty_kicks-made,Penalty_kicks_attempted,Expected_goals,Non_penalty_xG,Expected_assisted_goals,xG+xAssisted_G,Expected_assists,Non_penalty_expGoals+assisted_goals,Goals-Expected_goals,Assists-expGoals_assisted,Non_penalty_expGoals_perShot,Shot_/90,Goals_per_shot,Goals_perShot_onTarget,Shots_onTarget,Shots_onTarget%,Passes_completed,Passes_attempted,Passes_completition%,Passes_toShot,Passes_into_last3rd,Passes_into18yard_box,Crosses_into18yard_box,Progressive_passes,TotDist_completed_passes,TotProgressive_passes,Completed_short_passes,Attempted_short_passes,Short_passes_Cmp%,Completed_medium_passes,Attempted_medium_passes,Medium_pass_Cmp%,Completed_long_passes,Attempted_long_passes,Long_passes_Cmp%,Carries/90,TotDist_Carries,PrgDist_Carries,Carries_10yards_forward,Carries_into_final_third,Carries_into18yard_box,Miscontrols,Dispossesd,Received,Prg_passes_received,Goal_creating_actions,PassLive_lead_goal,Shot_creating_actions,PassLive_lead_shot_attempt,Aerials_Won%,Yellow_cards,Red_cards,Fouls_committed,Fouls_drawn,Tackles_on_players,Tackles_won,Tackles_on_dribblers,Lost_challange_drib_player,Blocking_ball,Blocking_shots,Blocking_pass,Interceptions,Tackles_+Interc,Clearences,Mistakes_leadto_shot,Live_ball_passes,Dead_ball_pass,Passes_freeKick,Passes_behind_defenders,Swing_passes,Crosses,Corner_kikcs,Offsides,Succ_Takes_on%,Tkld_During_Take_On%,Touches/90,Touches_Def_Pen,Touches_Def _3rd,Touches_Mid _3rd,Touches_Att _3rd,Touches_Att_ Pen,Touches_Live,Role,Tier_league
Pablo,2017-2018,26,Bordeaux,0,0.2,0.2,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0.1,0.09,0.5,0,0,0.2,42.9,38.3,44,87,0.3,1.3,0.1,0,1.5,842.7,266.7,11.2,12.1,93.1,19,20.6,92.5,7.7,10.5,31.7,148.7,60.2,0.3,0.1,0,0.1,0,32.5,0,0.2,0.1,0.8,0.6,68.3,0.2,0,0.8,0.4,1.1,1,0.7,0.4,0.9,0.5,0.4,1.1,2.2,6.7,0.1,43,1,1,0.1,0.9,0,0,0,80,20,54.4,7.3,31.9,21.8,1,0.9,54.4,CB,0
Pablo,2018-2019,27,Bordeaux,0,0,0.1,0,0,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.11,0.5,0.09,0.5,0.1,18.2,38.5,45.7,84.2,0.2,1.1,0,0,1.2,799.4,279.9,12.7,14.2,89.2,18.2,20.4,89.5,7,10,29.1,135.7,57.2,0.2,0.2,0,0.6,0.3,31,0,0.1,0,0.4,0.3,71,0.1,0.1,0.8,0.6,1.2,0.7,0.6,0.5,1.3,1,0.3,1.5,2.7,8,0.1,43.9,1.7,1.6,0,0.8,0,0,0.1,80,20,59.2,8.6,37.6,20.5,1.4,1,59.2,CB,0
Pablo,2019-2020,28,Bordeaux,0.2,0,0.2,0.2,0,0,0,0.1,0.1,0,0.1,0,0.1,0.1,0,0.11,0.7,0.24,0.57,0.3,41.2,54.1,62.5,86.7,0.1,1.9,0,0,2.4,1051.1,370.9,17.8,20,89,30.6,33.5,91.5,5.1,7.6,44.5,189.7,93.1,0.2,0.2,0,0.5,0.3,49.4,0.2,0,0,0.6,0.5,77.2,0.1,0,1.1,0.5,1.1,0.6,0.7,0.6,1,0.6,0.5,1.7,2.8,5.4,0.1,60.2,2.2,1.4,0,0.7,0,0,0.1,85.7,14.3,74,7.5,37.9,34.5,1.8,1.3,74,CB,0
Pablo Martinez,2017-2018,28,Strasbourg,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.07,0.6,0,0,0.2,33.3,34.7,42.7,81.2,0.2,2.4,0.3,0.1,2.7,674.1,276,12.7,14.3,88.7,16.3,18.3,88.8,4.9,8.7,28.2,137.3,81.2,0.8,0.5,0,0.5,0.3,30.3,1,0.1,0.1,0.9,0.6,59.3,0.2,0,1,1.2,1.7,1.4,0.9,1.1,1.1,0.5,0.6,2.2,3.9,4.8,0.1,39,3.7,1.3,0,0.5,0.6,0,0.1,50,50,53.7,4.9,24.8,25.6,3.6,1,53.7,CB,0
Pape Abou Cissé,2020-2021,24,Saint-Étienne,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0.1,-0.1,0,0.11,0.9,0,0,0.2,23.1,37.2,48.6,76.5,0.2,2.2,0.1,0,2.2,803.3,356,11.4,13.4,85,18.7,21.9,85.3,6.6,12.1,55,31.4,168.4,93.4,0.1,0.1,0.1,0.6,0,33.1,0.1,0,0,0.6,0.4,78.6,0.1,0,0.7,0.6,1.1,0.9,0.4,0.3,0.5,0.3,0.2,1.9,3,6.2,0,46.6,1.9,0,1.3,0.1,0.1,0,0.1,50,50,61.3,8.2,36,23.9,1.6,1.1,61.3,CB,0
Papy Djilobodji,2017-2018,28,Dijon,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.08,0.6,0,0,0.1,22.2,40.7,51.7,78.7,0.3,3.7,0.3,0,4.1,904.4,385.6,12.1,13.7,87.9,20.3,23.1,88,7.9,13.4,58.6,37.5,203.1,132.7,0.5,0.3,0.1,0.2,0.4,38.9,0.1,0.1,0.1,0.5,0.4,74.4,0.1,0,0.8,0.9,1.5,1,0.7,0.7,1.3,0.8,0.4,2.4,3.9,7,0.2,49.1,2.3,0,1.1,0.2,0.2,0,0.4,77.8,22.2,64.8,7.5,33.2,30.7,1.9,0.9,64.8,CB,0
Patrick Burner,2017-2018,21,Nice,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,-0.1,0.05,0.2,0,0,0.1,50,55.4,64.3,86.1,1.1,4.3,0.7,0.3,4.4,841.7,295.7,31.7,34.4,92.1,20,21.8,91.7,2.8,5.7,49.1,33.2,201.1,151.9,3.5,1.9,0.5,0.8,0.6,47.9,3,0.1,0.1,2.2,1.6,50,0.2,0,1,1.4,1.8,1.2,0.7,1.3,0.6,0,0.6,1.3,3.1,2.3,0,53.6,10.5,0,0.1,1.5,1.5,0,0.2,79.4,20.6,72.3,2.6,25.5,37.7,10.3,0.8,72.3,RB,0
Patrick Burner,2018-2019,22,Nice,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,-0.1,0.03,0.5,0,,0,0,42.2,50.6,83.4,0.3,2.4,0.4,0.3,3,648.6,231.7,22.8,24.6,93,16.6,19.6,85,2.1,3.9,52.5,29.3,119.7,64.7,1.3,1.2,0.1,1.3,0.7,36.3,3.3,0.1,0,0.9,0.5,40.7,0.2,0,1,0.8,2.4,1.5,1.1,1.2,1,0.3,0.7,2.1,4.5,2.7,0,41.6,8.9,0,0,1.6,1.6,0.1,0.1,39.4,60.6,62.6,3.6,22.8,31.2,9.4,0.3,62.6,RB,0
Patrick Burner,2019-2020,23,Nice,0.1,0.1,0.1,0.1,0,0,0,0,0,0.1,0,0.1,0,0,0.05,0.4,0.14,1,0.1,14.3,59.1,69,85.6,0.4,4.3,0.6,0.3,6.3,937.2,348,30.4,32.3,94,25.9,28.2,92,2.3,6,38.5,36.7,166.1,100.2,1.3,0.7,0.2,0.4,0.2,50.5,2,0.1,0.1,1.3,1.1,25,0.4,0.1,1.1,0.6,2.2,1.6,0.9,0.7,0.7,0.1,0.6,1.9,4.1,2.3,0,58.7,10,0,0.1,1.5,1.5,0,0.3,64.5,35.5,78.2,2.4,26.1,43.6,9.2,0.6,78.2,RB,0
Patrick Burner,2020-2021,24,2 Teams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.4,0,0,0.1,16.7,35.6,46.6,76.4,0.7,2,0.2,0.2,3.8,554.1,221.6,19,21.6,88,13.6,16.8,80.9,2.3,6.3,37,25.5,113.4,60.6,1.2,0.7,0.3,1,0.2,28.3,2.3,0,0,1.6,1.2,38.2,0,0,1,0.8,1.7,0.8,0.9,0.9,0.7,0.2,0.5,1.6,3.3,2.8,0.1,35.7,10.9,0,0,1.8,1.8,0,0.1,54.5,45.5,56.1,4.1,20.5,26.9,9.2,0.4,56.1,RB,0
Pedro Mendes,2017-2018,26,Montpellier,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.3,0.09,0.33,0.1,27.3,36.5,45,81.1,0.2,2,0.2,0,2.6,780.7,279.5,11,12.7,86.4,18.3,20.1,90.6,6.7,10.7,26.5,133,69.2,0.3,0.5,0.1,0.3,0.3,32.1,0.4,0.1,0,0.6,0.3,58.2,0.3,0,1.3,1.6,2,1.6,0.7,0.6,1.1,0.8,0.3,1.4,3.3,4.8,0,42.2,2.6,1.8,0,1.1,0.3,0,0.2,76.5,23.5,55.6,4.7,27.8,25.6,2.9,0.7,55.6,CB,0
Pedro Mendes,2018-2019,27,Montpellier,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.3,0.13,0.5,0.1,25,35.9,44.1,81.4,0.3,2.9,0.3,0.1,3.1,774.1,302.2,10.7,11.8,90.3,18.7,20.8,90.2,6.2,10.4,27.9,143.6,87.2,0.8,0.5,0.1,0.6,0.3,34,0.2,0.2,0.1,1,0.7,39.5,0.2,0,1.5,1.6,2.4,1.4,1,0.5,1.4,0.7,0.7,1.6,4,2.5,0,42.2,1.7,1,0,1.1,0.3,0,0.2,91.7,8.3,54,4.5,28.4,23.4,2.7,0.3,54,CB,0
Pedro Mendes,2019-2020,28,Montpellier,0.1,0,0.1,0.1,0,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.19,0.6,0.11,0.33,0.2,33.3,37.7,47.3,79.7,0.1,4.4,0.2,0.1,4.2,795,330,12.1,13.8,87.7,19.5,21.5,90.9,5.8,10.4,30.6,169.9,109.3,1.2,0.5,0.1,0.4,0.3,35.9,0.2,0,0,0.4,0.3,49,0.7,0.1,1.6,1.4,1.8,1.1,1,0.6,1.2,0.8,0.5,1.8,3.7,2.7,0.1,45.1,1.9,1.6,0.1,1,0.4,0,0.3,71.4,28.6,57.2,5.2,26.7,29,2,0.5,57.2,CB,0
Pedro Rebocho,2017-2018,22,Guingamp,0,0.1,0.1,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0.04,0.2,0,0,0.1,33.3,41,53.9,76,1,3,0.9,0.5,4.1,637.5,297,21.9,24.4,89.5,13.6,18,75.9,3.4,7,28.7,145.1,76.6,2,1.4,0.3,1.7,0.6,35.2,4,0.1,0.1,1.8,1.4,44.1,0.2,0,0.9,0.6,1.5,1.2,0.6,0.8,1,0.3,0.7,1,2.5,4,0,41.9,11.5,1.2,0,0.2,3.1,0.2,0.5,69.6,30.4,64.2,3.1,19.1,30.9,14.7,0.4,64.2,LB,0
Pedro Rebocho,2018-2019,23,Guingamp,0,0.2,0.2,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0.04,0.5,0,0,0.1,27.8,42.4,58.6,72.3,1.5,3,1.1,0.8,4.6,735.3,355.3,19.7,22.3,88.2,17.7,23.6,74.9,4.1,9.4,27.3,168.5,94.7,2.1,1.8,0.2,0.9,0.8,33.2,3.6,0.2,0.1,2.5,1.4,54.3,0.1,0,0.5,0.9,1.7,1,0.8,0.7,1.3,0.4,1,1.1,2.8,2.6,0,42.8,15.8,2.3,0,0.2,6.9,2.3,0.1,73.3,26.7,67.5,2.9,18.2,31.3,18.9,0.5,67.5,LB,0
Pierre-Yves Polomat,2018-2019,24,Saint-Étienne,0,0.2,0.2,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0.03,0.5,0,0,0.2,40,41.5,52.8,78.6,1.2,2.7,1.1,0.4,4.8,658.2,211.3,23.3,26,89.8,14.4,17.2,83.5,2.8,6.1,26.1,119.7,72.8,2.6,0.8,0.5,0.9,0.9,36.9,6.2,0.4,0.3,2.2,1.9,51.6,0.2,0,1.1,0.6,1.7,1.2,0.9,0.8,0.4,0.2,0.2,2,3.7,2.6,0,43.4,9,0.3,0,0.4,3.3,0,0.4,40,60,63.8,1.4,17.2,29,18.2,1,63.8,LB,0
Pol Lirola,2020-2021,22,Marseille,0.1,0.1,0.2,0.1,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,0,0,0.13,0.6,0.2,0.5,0.2,40,36.2,47.6,76,1.1,2,1.1,0.3,3.2,558.7,180.8,21.1,24.3,86.7,10.7,14,76.4,2.8,5.6,31.3,185,116.7,3.7,2.1,0.6,2.2,0.6,32.6,7.4,0.2,0.2,2.2,1.7,63,0.2,0,0.8,0.9,1.6,0.9,0.9,0.7,1,0.3,0.8,1.4,3.1,1.5,0,38.3,9.2,0.6,0,0.8,3.4,0,0.1,60.4,39.6,58.8,2.4,14.6,25.8,19.4,2.4,58.8,RB,1
Pol Lirola,2021-2022,23,Marseille,0.1,0.1,0.2,0.1,0,0,0,0.1,0.1,0.1,0.2,0.2,0.2,0,0,0.1,0.7,0.08,0.5,0.1,15.4,45.5,56.5,80.4,1.3,2.8,1.6,0.8,4.2,678.8,171.2,25.1,28.1,89.3,14.5,17.4,83.1,2.9,5.1,42.9,251.3,133.7,3.8,1.7,0.7,1.9,0.9,45.3,10.4,0.2,0.2,2.8,2.6,70.4,0.1,0,0.6,0.7,1.4,0.8,0.7,0.8,0.8,0,0.8,0.7,2.1,1.1,0,48.9,7.5,0.6,0.2,0.3,3.6,0.1,0.2,54.3,45.7,66.2,1.5,12.7,30,24.2,3.1,66.2,RB,1
Presnel Kimpembe,2017-2018,21,Paris S-G,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0.1,-0.1,0,0.12,0.4,0,0,0.1,33.3,66.2,69.6,95.1,0.1,2.2,0.1,0,4,1135.8,355.3,28.5,29.5,96.6,29.1,29.8,97.8,5.7,6.9,52.3,313.8,189.5,1.3,0.4,0,0.4,0.3,58.7,0.1,0,0,0.6,0.4,57.4,0.3,0.1,1.3,1.8,1.4,1,0.3,0.2,0.6,0.4,0.3,0.9,2.3,3,0,66.3,3.4,3,0,0.8,0.2,0,0,86.4,13.6,76.7,5.6,28.7,46.7,1.9,0.5,76.7,CB,1
Presnel Kimpembe,2018-2019,22,Paris S-G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.2,0,0,0,25,62.3,67.1,92.8,0.2,3.6,0.1,0,4.1,1009.6,330.8,30.8,32.5,94.9,25.6,27,94.9,3.9,4.8,48.1,265.9,151.4,1,1.1,0,0.4,0.5,55.3,0.3,0.3,0.2,0.9,0.6,48,0.2,0,1.3,1.8,2.5,1.5,1.1,0.7,0.8,0.4,0.3,1.3,3.8,2.2,0.2,64.1,2.8,1.8,0,0.2,0.3,0,0.1,38.5,61.5,75.2,4.4,24.3,47.5,4,0.3,75.2,CB,1
Presnel Kimpembe,2019-2020,23,Paris S-G,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0.1,-0.1,0,0.12,0.4,0,0,0.1,33.3,77.6,81.8,94.8,0.1,2.5,0,0,4.3,1294.2,433.4,34.3,35.4,96.9,37.9,39.2,96.6,3.9,4.7,62.1,298.4,169.6,0.4,0.6,0.1,0.4,0.1,69.3,0.1,0,0,0.5,0.4,62.5,0.4,0,1.2,1.3,2.4,1.8,1,0.4,0.5,0.2,0.3,1.5,4,2.4,0.1,80.1,1.7,1.5,0,0.3,0.1,0,0.1,86.7,13.3,90.4,8,35.6,53.3,2.2,0.6,90.4,CB,1
Presnel Kimpembe,2020-2021,24,Paris S-G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.2,0,0,0,20,73.2,77.2,94.9,0.2,4.3,0.1,0,4.6,1208.4,448.2,34,35,97.2,33.9,35.4,95.9,3.8,4.7,56.5,268,158.7,0.5,0.4,0,0.5,0.2,65.4,0,0.1,0.1,0.7,0.7,60.7,0.2,0,1.2,1,1.8,1.1,0.9,0.4,0.7,0.4,0.3,1.2,3,2.4,0.2,75.3,1.8,1.6,0,0.2,0,0,0.1,75,25,85.1,7,33.5,49.9,2.1,0.4,85.1,CB,1
Presnel Kimpembe,2021-2022,25,Paris S-G,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.2,0.2,0.14,1,0,14.3,75.3,78.8,95.6,0.1,4.6,0.2,0.1,5.9,1252.7,461.8,34.1,35.4,96.4,35.6,36.5,97.4,3.9,4.6,62.3,314.1,183.5,1,0.5,0,0.5,0.2,67.7,0.6,0.1,0.1,0.6,0.6,71,0.2,0,1,0.9,1.2,0.7,0.5,0.3,0.7,0.5,0.2,1.3,2.5,2.6,0,75.8,3,1.9,0,0.4,0.1,0,0,72.7,27.3,85.9,7.9,29.3,53.9,3.2,0.4,85.9,CB,1
Prince-Désir Gouano,2017-2018,23,Amiens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.3,0,0,0,12.5,28.2,35.4,79.7,0.1,0.7,0.1,0,1.5,530.8,207,9.5,10.8,88.2,16,18.4,87,2.3,5.1,19.9,78.1,38.4,0,0,0,0.2,0.1,22.5,0,0,0,0.3,0.2,57.9,0.1,0.1,0.9,0.9,1.4,1,0.7,0.3,1.9,1.5,0.4,1.6,3,6.3,0.2,34,1.2,1.2,0,0.1,0.1,0,0.1,66.7,33.3,47.2,6.9,29,17.6,0.7,0.3,47.2,CB,0
Prince-Désir Gouano,2018-2019,24,Amiens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.2,0.14,0.33,0.1,42.9,30,36.7,81.8,0.1,1.7,0.1,0,1.8,605.2,262.4,8.9,10.3,86.7,17.4,19.7,88.2,3.5,5.9,25.1,132.8,68.6,0.2,0,0,0.3,0.2,26.9,0,0,0,0.5,0.4,60.6,0.1,0,1.1,1.4,1.1,0.6,0.4,0.3,1.2,0.9,0.3,1.6,2.6,4.4,0.2,35.8,0.8,0.8,0,0.4,0.1,0,0.1,100,0,46.5,6.5,24.4,21.5,0.9,0.4,46.5,CB,0
Quentin Merlin,2021-2022,19,Nantes,0.1,0.1,0.2,0.1,0,0,0,0,0,0.1,0.1,0.2,0.1,0.1,0,0.03,0.5,0.18,0.5,0.2,36.4,48,63.5,75.6,1.4,5.3,1.2,0.6,6.2,840.7,331.8,23.1,26.2,88.1,18.8,24,78.2,5.4,10.7,42.7,244,128.7,2.3,1.9,0.1,1.2,0.5,43,4.6,0.2,0.2,2.9,1.6,29.4,0,0,0.5,0.2,2.1,1.3,1.2,1.1,1.2,0.2,1,1.3,3.4,1.4,0.1,50.1,13.1,1.4,0,0.4,6.4,2.1,0.2,62.1,37.9,72.6,2.1,16.4,35.3,21.6,0.7,72.6,LB,0
Racine Coly,2019-2020,23,Nice,0.1,0,0.1,0.1,0,0,0.1,0.1,0,0.1,0,0.1,0,0,0.17,0.8,0.17,0.25,0.6,66.7,62.4,74.1,84.3,0.1,3.2,0.3,0.1,6,985.6,340,33.3,36.9,90.2,25.2,29.4,85.8,3.1,5,61.1,42.3,203,111.4,1,0.6,0,2.2,0.4,55.6,2.8,0.1,0.1,1.7,1,60,0.7,0.3,1.7,1.1,2.9,1.8,1.2,1.1,0.7,0,0.7,1.7,4.6,3.2,0,61.4,12.5,0,0.4,1.2,1.2,0,0.1,55.6,44.4,87.8,4,28.8,49.9,9.7,1,87.8,LB,0
Rafael,2017-2018,27,Lyon,0,0.1,0.1,0,0,0,0,0,0,0.1,0.2,0.1,0.2,0,0,0.09,0.4,0.13,0.5,0.1,25,49.2,62.1,79.2,1,3.7,0.7,0.6,4.4,708.5,246.1,30.6,33.7,90.9,14.8,19.2,77.2,2.4,5.6,40.1,214.9,132.6,3.7,3.1,0.4,1.2,0.7,44.1,4.7,0.2,0.2,2.4,1.7,49.1,0.4,0,1.7,1.3,2.7,1.4,1.1,1,1,0.1,0.8,2.1,4.8,2.6,0,50.6,11.2,0.7,0,0.2,3.1,0,0.2,54.5,45.5,74.3,2.4,16.9,39,19.4,1.5,74.3,RB,0
Rafael,2018-2019,28,Lyon,0,0.1,0.1,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,0,0.03,0.2,0,0,0.1,50,52,65.6,79.2,1,4.1,0.9,0.6,5.5,741.7,296.2,32.4,35.5,91.1,16,20.6,77.8,1.8,4.8,42.1,250.5,155.5,4.2,2.6,0.4,1.4,1.3,46.4,5.5,0.1,0.1,2.9,2.6,53.1,0.4,0.1,1.9,1.7,2.7,1.7,1.5,0.6,1.7,0.2,1.5,1.3,4,2.6,0.2,54.6,10.7,1.3,0.2,0.3,4.1,0,0.3,55,45,76.6,3.3,18.3,40.6,18.5,0.8,76.6,RB,0
Ramy Bensebaini,2017-2018,22,Rennes,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,0,0.07,0.7,0,0,0.1,15.8,41.7,55.7,74.8,0.3,2.9,0.5,0.3,4.1,734.1,269.2,17.8,20.9,85.3,18.4,22.9,80.7,4,8.6,46.2,31.5,164.4,92.9,1.7,1.1,0.3,0.5,0.2,37.4,3,0.1,0.1,1.3,1,71,0.2,0,1.5,1.5,2.2,1.5,1,1.1,0.9,0.6,0.3,1.4,3.6,6.8,0,47.3,8.2,0,0.5,2.4,2.4,0,0.2,67.6,32.4,68.8,4.7,23.4,34.6,11.4,1.1,68.8,LB,1
Ramy Bensebaini,2018-2019,23,Rennes,0,0,0,0,0,0,0.1,0.1,0,0.1,0.1,0.1,0,0,0.07,0.7,0.06,0.33,0.1,17.6,40.9,53.2,77,0.4,2.1,0.5,0.2,3.8,681.3,278.9,20.7,23.3,89,15.5,19.3,80.3,3.7,7.4,50,31.4,185.4,114,2.6,1.7,0.2,1.3,0.4,35.7,3.9,0.1,0.1,1.5,1,61.4,0.4,0,1.3,1.4,2.9,2,1.7,0.8,1,0.4,0.6,1.7,4.6,4.1,0,43.1,9.8,0,0.3,1.4,1.4,0,0.3,42.9,57.1,66.2,3.8,21.9,32.2,12.8,1,66.2,LB,1
Rayan Aït-Nouri,2019-2020,18,Angers,0,0.1,0.1,0,0,0,0,0,0,0.1,0.1,0.1,0,0.1,0.05,0.3,0,,0,0,43.4,56.7,76.5,0.6,2.4,1.2,0.9,3.9,647.7,288.8,22.5,24.9,90.7,15.4,20.1,76.9,3,6.9,43.9,31.2,188.4,113.1,3.2,2.5,0.7,1.9,1.7,38.6,4.8,0.1,0.1,1.8,1.4,73.9,0.2,0,0.8,0.8,2,1.5,0.7,0.8,1,0.1,0.9,1.3,3.3,2.3,0,46,10.6,0,0.1,3,3,0,0.1,54.3,45.7,68.2,2.4,21.2,30.9,16.7,0.9,68.2,LB,1
Reinildo Mandava,2019-2020,25,Lille,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.2,0,,0,0,42.2,54.2,77.7,0.5,2.6,0.7,0.2,3.6,615.8,194,22.7,25.2,90,15.2,19,79.9,2.2,5,31.1,145.5,81.3,2.5,2,0.2,0.9,0.6,36.2,4.7,0,0,1.4,1.1,50,0.3,0,1.7,1.7,3,1.7,2,1.3,1.3,0.1,1.2,1.5,4.5,1.6,0,45.6,8.6,0.8,0,0.2,3.2,0,0,57.1,42.9,64.8,1.8,12.7,36.2,16.2,0.6,64.8,LB,1
Reinildo Mandava,2020-2021,26,Lille,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0,-0.1,0.03,0.2,0,,0,0,51.9,65.7,79,0.7,3.6,1.2,0.6,4.8,786,251.1,28.7,31.9,90.2,18.6,22.5,82.6,3.1,7.3,39.3,178.3,93.2,2,1.8,0.1,1,0.5,44.3,6,0.2,0.2,1.8,1.6,75.4,0.1,0,1.6,1.4,3.3,1.8,1.4,0.9,1.1,0.1,0.9,1.9,5.1,2.2,0,55.1,10.4,1.1,0,0.1,3.4,0,0.2,71.8,28.2,76.5,2.9,20.1,37.8,19.2,0.5,76.5,LB,1
Reinildo Mandava,2021-2022,27,Lille,0.1,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0.08,0.4,0.17,0.33,0.2,50,47.3,56.8,83.4,0.2,2.9,0.2,0.1,3.8,689.5,241.9,28.2,30.2,93.4,16.2,19.3,84,1.8,4.2,36.6,198.5,115.4,2.2,1.8,0.4,0.9,0.5,39.3,3.8,0.2,0.1,1.6,0.9,71.1,0.4,0,1.9,1.6,2.5,1.4,1.9,1.1,0.8,0.2,0.5,2.2,4.7,3.2,0,46.1,10.1,1.2,0,0.1,1.2,0,0.5,51.9,48.1,68.3,3.8,21.9,34.7,12.6,1.1,68.3,LB,1
Ricardo Mangas,2021-2022,23,Bordeaux,0.1,0,0.2,0.1,0,0,0,0.1,0.1,0,0.1,0.1,0.1,0,0,0.1,0.7,0.18,0.6,0.2,29.4,30.9,40.4,76.4,0.6,1.8,0.5,0,3.4,532.5,198.2,13.7,16.2,84.4,13.4,16.9,79,2.8,4.6,27.8,170.6,93.7,2.1,1.3,0.2,1.3,0.5,27.5,4.2,0.1,0.1,1.5,1.2,44.6,0.1,0,1,1.1,1.3,0.8,1,0.6,0.7,0.2,0.5,1,2.3,1.8,0.1,32,8.3,0.7,0.1,0.4,1.5,0,0.1,48.8,51.2,50,3.3,17.6,20.9,12.1,1.6,50,LB,0
Robson Bambu,2020-2021,22,Nice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.2,0,0,0.1,50,62,71.2,87.1,0,1.6,0,0,1.8,1148.1,407,22.9,24.5,93.3,33.7,36.4,92.7,5,8.3,60.4,53.8,276.3,157.2,0.9,0,0,0.8,0.4,57,0.4,0,0,0.3,0.2,50,0.3,0.1,1.6,0.8,1.4,0.9,0.9,0.3,0.7,0.6,0.1,0.9,2.2,4.9,0,67.7,3.4,0,0.5,0.1,0.1,0,0,50,50,80.9,11.9,47.5,32.4,1.4,0.3,80.9,CB,0
Romain Perraud,2019-2020,21,Brest,0,0.1,0.1,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,-0.1,0,0.05,1.2,0,0,0.2,18.2,47.9,62.5,76.7,0.9,2.7,0.8,0.7,4.5,755.3,280,27.3,30.9,88.5,17.1,21.4,79.8,3,6.8,35.6,188.8,96.8,2.4,1.2,0.3,1.9,1,41.1,4.6,0.2,0.2,1.7,1.5,28.6,0.1,0,1.2,1.6,1.6,0.8,0.8,0.8,1.3,0.5,0.8,1.5,3,2.7,0,47.4,14.9,1.5,0,0.4,3.2,0,0.2,57.1,42.9,75,3.4,25.2,33.5,17,1,75,LB,1
Romain Perraud,2020-2021,22,Brest,0.1,0.2,0.3,0.1,0,0,0,0.1,0.1,0.1,0.2,0.1,0.2,0,0.1,0.06,1.3,0.07,0.25,0.3,26.7,45.5,58.5,77.8,1.1,3.1,1.3,0.9,3.8,753,270.4,23.6,26,90.8,17.1,20.8,82.1,3.9,8.1,38.4,205.3,113.5,3.1,1.8,0.4,0.9,0.5,41.3,6.1,0.4,0.4,2.5,1.9,36.4,0.1,0,1.3,1.5,1.7,1,0.7,0.6,1,0.1,0.9,1.3,3,2.2,0,47.2,11.1,0.8,0,0.2,3.8,0.1,0.2,64.6,35.4,68.6,3.1,23,27.4,19.1,1.1,68.6,LB,0
Ronaël Pierre-Gabriel,2017-2018,19,Saint-Étienne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.5,0,0,0.2,33.3,40.2,49.4,81.5,0.5,2.7,0.3,0.1,4,631.6,244.4,20.6,23.2,88.7,16.3,19.2,84.8,2.2,4.2,27.2,148.5,78.7,1.6,1.5,0.4,1.2,1,33.4,1.9,0,0,1.1,0.8,31.8,0.2,0.1,1.1,1.2,3.3,2.4,1.3,0.8,0.8,0.2,0.7,0.7,4,2.7,0,37.7,11.3,0.8,0.1,0.1,0.9,0,0.4,60.9,39.1,59.5,3.1,19,30.8,10.2,0.5,59.5,RB,0
